time (s),ut,vt,ub,vb,uo,vo,phi,omega,at,ab,ao,alpha
33.35,0.11287582571028511,-0.00046919639588621727,0.11286634828864833,3.412805831062829e-05,5.428213014512943e-06,-9.763936097587651e-05,1.2625156437290503e-07,-8.65138126507292e-06,-0.004563824821087692,-0.0001453324230357017,0.0004833106352076233,-0.00018121503391522846
33.36,0.11287119885760614,-0.00042338042536272313,0.11286668402676026,3.3207041942545766e-05,4.630706616505413e-06,-4.996491007417196e-05,4.454549851323849e-08,-6.495217763563876e-06,0.015102080027986686,-3.2077117429557545e-05,0.007641847252190415,0.0005061234550883882
33.37,0.11286810559149169,-0.00015841084097093723,0.1128670160857195,3.3369421775010613e-05,4.514277690926425e-06,2.5221669062555194e-05,4.758494325324271e-09,-1.7746863912849146e-06,0.03689619585326054,6.374344160867129e-05,0.00686149301068284,0.0003489159348567132
33.38,0.11286852291160597,0.0002440617448735417,0.11286735176079286,3.3611508978148745e-05,4.8135880314043086e-06,1.1210138792090093e-05,3.0277521338349865e-09,1.6021948597639235e-06,0.0380614039029567,-2.349335651134765e-05,-0.007111565320416957,0.0004501183753950952
33.39,0.1128725471464104,0.0005245674826814653,0.11286768743781986,3.364718878627441e-05,4.736560316391762e-06,-9.91727186272426e-06,4.6985140460940525e-08,7.427495187417143e-06,0.016709932736274608,4.708229291208732e-05,0.0027290014493871195,0.0005652803375779389
33.4,0.11287823532621198,0.0005747322240221449,0.11286802713206845,3.43641447854761e-05,4.791605367363755e-06,2.1698728602777867e-05,1.3766105431383223e-07,9.25398484828561e-06,-0.006373735972359601,9.030532830454907e-05,0.0031621960656425807,-0.0002790247150044993
33.410000000000004,0.1128832722974204,0.0003911574996091812,0.11286837319440197,3.45917416432178e-05,4.920338682563579e-06,-1.682841058639868e-05,2.060162041989286e-07,3.894546592369472e-06,-0.031198063538231652,-6.081440237498681e-05,-0.009310309079779006,-0.0005893545229456862
33.42,0.11288526671516881,-1.804622920260703e-05,0.11286871598999086,3.39885038335795e-05,4.497607861316017e-06,-5.0004285477092924e-05,2.2081521088993898e-07,-4.7544435286275905e-07,-0.046321026001278465,-5.24230466406872e-05,0.001216333474361564,-0.00034540484331861167
33.43,0.11288285399831155,-0.000447224462958418,0.11286905244312948,3.319069845547489e-05,4.006674077163042e-06,-5.462367877242298e-05,1.9456879706820882e-07,-5.378085669073709e-06,-0.03616085980566283,-0.00011740794871582805,-0.00254962572942638,-0.0006770210537400834
33.44,0.11287690980587875,-0.0007070201361344297,0.11286937639099136,3.138382398310882e-05,3.212179534569895e-06,-0.00011399303195611343,1.0678964829591729e-07,-1.1683510371231227e-05,-0.015606455453625157,-0.00024394243108274982,-0.008314338452527936,-0.00038206444732894786
33.45,0.11286942956484056,-0.000749043539482155,0.11286967837888476,2.9095773965548316e-05,1.8514900641837714e-06,-0.0001405565924782849,-1.4085433622300717e-08,-1.1093694487448817e-05,0.008454547884986285,-0.00019674610102787815,0.002204215646429475,0.00042455712357761623
33.46,0.11286278892529708,-0.0005411334266038069,0.11286995909913526,2.7006838444169066e-05,4.521014217856629e-07,-0.00014722206638380527,-1.0131231828361812e-07,-6.477532401588731e-06,0.031011441637000148,-0.00021967156660220033,-0.0024937900771256905,0.00037066491065697836
33.47,0.11285912754838107,-0.0001762385040466591,0.11287021993234421,2.5371884027050976e-05,-9.697134323210956e-07,-0.00012107248325281951,-1.50821920308258e-07,-3.4900736073575215e-06,0.03993317195259291,-9.372955242750725e-05,0.007051713337430793,0.0003427284646304353
33.480000000000004,0.1128593834825547,0.00022737406711357527,0.11287047237645509,2.5466524057152244e-05,-1.6604458530374302e-06,-4.700137226035538e-06,-1.6150564144461144e-07,2.064264288645383e-06,0.03996219989916064,0.00011375469660707127,0.014456714353829364,0.0007422828587378442
33.49,0.11286358940825597,0.00060394719314487,0.11287073530780704,2.734298024500425e-05,-1.0389603200638673e-06,0.000121559598195844,-1.0453951556195789e-07,8.888126983546764e-06,0.03392678364251675,0.00024788505975836816,0.010079861495460835,0.0004874702267878778
33.5,0.11287106683799364,0.0008579239907724342,0.11287102106704755,2.975978337762325e-05,4.4911530087245885e-07,0.00015591568868443775,-5.234073067250425e-10,1.1128297652737665e-05,0.013745058534709836,0.0002200405924674964,-0.0019322450841418315,2.9638170196775005e-05
33.51,0.11287983150676208,0.0008449611880945467,0.11287132996145482,3.2051634726589256e-05,1.9643438260878898e-06,0.0001519234308962423,1.1032367829267613e-07,1.0904789575123488e-05,-0.015965026082714245,0.00023878594375033313,0.0008588923117512082,-7.244966177357218e-05
33.52,0.11288708556182749,0.0005717091552540121,0.11287166211806654,3.433439445537449e-05,3.510503593083734e-06,0.00015462481332219222,2.103217554953145e-07,8.364524166751119e-06,-0.03626078203383129,0.00020950906060766827,-0.0007589747987057638,-0.0005035268598392057
33.53,0.11289082162939339,0.00016262101196451312,0.11287201370913005,3.572636132376353e-05,4.860901172489464e-06,0.00010166269396658385,2.612506536290366e-07,1.3288727246829996e-06,-0.04399873038297242,5.717643376566828e-05,-0.008977252278954184,-0.0007848435634881037
33.54,0.11289026044047848,-0.0002662007568292349,0.11287237217963748,3.581739558477748e-05,5.4873513129090245e-06,2.9348222203818124e-05,2.399831154629271e-07,-4.934173041583533e-06,-0.0389262847660348,-3.2937641793739925e-05,-0.005614083352367433,-0.0004184608045996012
33.55,0.11288598196935896,-0.000547305083169744,0.11287272915325303,3.5653358340049744e-05,5.690412232981499e-06,2.647417509047e-05,1.7491819106780145e-07,-7.720326379465098e-06,-0.013763187374679242,9.896851460841627e-06,0.0035248152696512602,-0.00019673085777163583
33.56,0.11288040784540923,-0.0005115452169399057,0.11287308591520599,3.5662263215505075e-05,6.044157074434712e-06,3.6503564692191864e-05,9.094441106349381e-08,-8.58278669181629e-06,0.02004900444685362,-1.141010270158671e-05,-0.0010992589267255493,0.00011141614140467966
33.57,0.11287668275458233,-0.0002050299687668163,0.1128734402342182,3.502809809070958e-05,6.169911098169916e-06,-2.4011771000477618e-05,2.1821317348820412e-08,-4.1358222430074824e-06,0.036905654461502596,-0.00011086047791487863,-0.008629715137022126,0.0007475205481231825
33.58,0.11287647357657231,0.00015706108286054593,0.11287378553550041,3.414594606035831e-05,5.6647856716729225e-06,-5.948489930355795e-05,1.9489295748112e-08,3.343468812681636e-06,0.03338579477317327,-4.432096994459733e-05,0.001726862880833846,0.0005592931300264784
33.59,0.11287951149797569,0.0004257056117442272,0.11287412598241847,3.4068943288260504e-05,5.202198240621353e-06,-2.8759356483992116e-05,6.937261140170204e-08,5.612454846814605e-06,0.01855435854518786,3.0150841687198726e-05,0.00422804503278737,-2.5002382168120164e-05
33.6,0.11288436013177675,0.0005106082661848174,0.11287446989199186,3.487182331589117e-05,5.193580760153492e-06,3.127394701670871e-05,1.2399578161118257e-07,5.540912090943297e-06,-0.001286308163025246,0.00012651569052554712,0.006751416566032259,8.805638916449185e-05
33.61,0.1128891349071893,0.000421150663219773,0.11287482546871416,3.627518746450443e-05,5.788544900802606e-06,8.076112579367574e-05,1.84514268498593e-07,6.316405712834846e-06,-0.015161963569392367,0.00014367302980199115,0.0026267049896293027,-6.411029829124851e-05
33.62,0.11289247187780263,0.00023830011662396766,0.11287519529887612,3.7666064917972434e-05,6.695217761215902e-06,9.633831441560386e-05,2.3514673190716142e-07,2.968013785132376e-06,-0.019992349390381775,0.00012709245364445065,0.00013295606610488897,-0.0005401176282470357
33.63,0.1128938308779752,3.0315770977500985e-05,0.11287557613177339,3.825096706118007e-05,7.477322570198978e-06,4.4487505057188315e-05,2.3970009200342823e-07,-1.5208794686010819e-06,-0.021905457189730027,-1.930339676362025e-05,-0.00913424359106757,-0.0002342916615116243
33.64,0.11289300956313254,-0.00019549788233714482,0.11287595538567473,3.7396031829101325e-05,7.449604038688113e-06,-4.9159408075612426e-05,2.1945970164389132e-07,-2.1938742949202602e-06,-0.022345630682363365,-0.00014249501729654557,-0.008661135821201121,-4.8774197685671344e-05
33.65,0.11288999853969728,-0.0003993659714358637,0.11287632026662191,3.540070363748819e-05,6.5159753514496805e-06,-0.00013623101730578387,1.8788571975112137e-07,-4.898528733554319e-06,-0.01796983382238257,-0.0002484510457915895,-0.007902298673080593,-0.00048445337229710214
33.660000000000004,0.11288522118440289,-0.0005422556927574316,0.11287666160190876,3.287855475904238e-05,4.896247473017597e-06,-0.00017502905040577685,1.1514895967731472e-07,-9.171204991003704e-06,-0.009586257171592782,-0.0002431886417857132,-0.0003562135361351859,-0.0002046772916355251
33.67,0.1128795472793296,-0.0005666217275879146,0.11287697907660334,3.0710040895899943e-05,3.2174798401993605e-06,-0.00015383548316063407,2.4303432950152682e-08,-8.059676940010888e-06,0.005923107749271822,-0.00018707906877447888,0.003775325264686241,0.0003318865240878624
33.68,0.11287452442000714,-0.0004010055157964021,0.1128772792672715,2.9584544361036882e-05,2.0245226774891952e-06,-7.3354920960732e-05,-4.03404112029516e-08,-5.13763001245441e-06,0.02788282550536056,-3.4859247883517464e-05,0.010679310635197975,0.00019885642169108425
33.69,0.11287221871120491,-3.685919434640714e-05,0.11287757431484256,2.9493098788934847e-05,1.6822534593686845e-06,-8.203690534378621e-06,-8.078309456862223e-08,-2.4972377111163346e-06,0.04161580239385776,7.76365861313022e-06,0.002929435510892142,0.00046751052581564013
33.7,0.11287389015343967,0.00035858722004527936,0.1128778699669706,2.967282029275607e-05,1.677315508483278e-06,2.722852928684282e-06,-7.30187797531875e-08,4.713932746608295e-06,0.0342597796141782,2.9599694951060185e-05,0.0001970048332189389,0.0008312891749700339
33.71,0.11287889657409955,0.0006120237183743101,0.11287816994385856,3.0515778436429843e-05,1.848693355632153e-06,4.308586467312139e-05,6.811748345631103e-09,9.952319370706612e-06,0.015932638926485304,0.00014371537006509227,0.007035515107400442,8.283175770709136e-05
33.72,0.11288548813338245,0.0006736695896758169,0.11287848391453938,3.2417015078404594e-05,2.644650756899293e-06,0.00011511048769359112,9.836202026388534e-08,7.623592896544928e-06,-0.003577878597616324,0.0002284629893415241,0.006433588234600718,-0.000340623859135867
33.730000000000004,0.11289175227871476,0.0005527099687945017,0.11287881991382315,3.4803106981027585e-05,4.058583826548715e-06,0.00016040173583317194,1.6395859402081173e-07,6.209955534149629e-06,-0.019273410689890413,0.0002372067106285597,0.0021258626985425355,4.7344224867395916e-05
33.74,0.11289614100483937,0.00030828339166722997,0.11287917720891914,3.634690936335853e-05,5.500096196452108e-06,0.00010528456495392567,2.2604705962317454e-07,5.521581442064012e-06,-0.029384538830124263,5.561863586392435e-05,-0.011354909605938768,-0.000350102491165058
33.75,0.11289757935137659,-3.9233439003914806e-05,0.1128795392352315,3.564556880481898e-05,5.8331392895936835e-06,-4.8049636609200495e-05,2.5246609164204403e-07,-1.0629433312820708e-06,-0.04047026001632681,-0.0001891610784878206,-0.017041705404070795,-0.0008213357797221942
33.76,0.11289504149018967,-0.00047236292343101003,0.11287988503384132,3.345992674786169e-05,4.752483036088479e-06,-0.00014467159804672865,2.0536497211066477e-07,-7.655390278488364e-06,-0.04258568984085587,-0.0002259609521366307,-0.0031656526843892308,-0.00042751443140937647
33.77,0.11288848699943162,-0.0007958610695101842,0.11288021008920907,3.174440830113481e-05,3.4137448914562585e-06,-0.00010299189064339243,1.1264357879257089e-07,-1.0599438529175732e-05,-0.017148516523705443,-0.0001119331977243454,0.008892395923401436,-0.00024506338113915605
33.78,0.11288034773620145,-0.0007641161382530738,0.11288052249182551,3.076689436446964e-05,2.727618876620821e-06,-4.513971340293426e-05,-3.617219573455644e-09,-1.2161508834606058e-05,0.023095338795389803,-9.187057184222025e-05,0.0025390894107235884,6.570060177637683e-05
33.79,0.11287437869063653,-0.0003881079853186535,0.11288082484850787,2.9638061544775163e-05,2.2490228724564084e-06,-6.175111173140834e-05,-1.0717876275624964e-07,-7.026914162351164e-06,0.04789522831065343,-0.00012985987160220314,-0.004107054182695663,0.000943250612538085
33.8,0.11287300675109377,0.00011765435168156013,0.11288111592147616,2.8738077891852102e-05,1.5547822671376584e-06,-6.341321398117037e-05,-1.2595778392011736e-07,3.089911061837166e-06,0.05029185369954814,-3.3537996463217645e-05,0.003979741631730205,0.0008379485089266732
33.81,0.11287653256283509,0.0005647754960353548,0.11288140405539462,2.9142755901814283e-05,1.2279184927959347e-06,7.151940880854631e-06,-6.644214916375894e-08,7.59633283346711e-06,0.03672267625637832,0.00011728274589882515,0.009380284405463346,0.00014818796341435408
33.82,0.11288363075994223,0.000812831368602534,0.11288170337749605,3.0898278122695984e-05,1.756940436043039e-06,9.575393248557751e-05,1.6636844433754295e-08,9.314262926795652e-06,0.0117056221941923,0.00022371381664268442,0.007657975385914284,0.0002927009471367783
33.83,0.11289189740989683,0.00079760709767429,0.11288202418277168,3.329485065026461e-05,3.016455346961768e-06,0.00014726378089546558,1.2492340986636887e-07,1.192794681649395e-05,-0.013885611633646905,0.0002420585309651363,0.0023747240814002424,3.7697460088819204e-05
33.84,0.1128988503146771,0.0005644877047509092,0.11288236907434589,3.564442692238885e-05,4.570664120049181e-06,0.00015887034995973448,2.311222175584854e-07,7.883641604429901e-06,-0.030980776545965594,0.00021723124210053235,-0.0004192859235673252,-0.0007779950546026471
33.85,0.11290276475960632,0.00020220710834731935,0.1128827340782705,3.7087604636653997e-05,5.960984342364844e-06,0.00010400634632330773,2.701997346189228e-07,3.8537501130015145e-07,-0.04062032341824634,5.890770849020788e-05,-0.009477665601879959,-0.0005308671866978924
33.86,0.11290271069935531,-0.00021069052882580121,0.11288310587394622,3.708165974795825e-05,6.557146157078696e-06,1.8889789849554463e-05,2.565313922199902e-07,-2.556140130494703e-06,-0.039068715357114925,-5.1215449223568354e-05,-0.007313346501087725,-0.00021670441951736688
33.87,0.11289889082332905,-0.0005238296873079394,0.11288347253030823,3.6125761523861295e-05,6.42196503409209e-06,-4.1716477872875336e-05,2.1360930220326668e-07,-6.7582909522742925e-06,-0.021534778127324655,-0.0001321409121680106,-0.004781066348875901,-0.0006136341004608515
33.88,0.11289295782258374,-0.0006245260449369608,0.11288382657540216,3.461984987811305e-05,5.790612368446083e-06,-8.150387656337189e-05,1.1890994409744694e-07,-1.1249471666558157e-05,0.0012998090393248896,-0.0001646316839556683,-0.0029624432531298595,-6.81391161624469e-05
33.89,0.11288715617639627,-0.0004974570801931189,0.11288416556540475,3.3314919433191223e-05,4.972748169939647e-06,-6.941679925344583e-05,1.9689984847953164e-08,-7.249385824705149e-06,0.02440178884421293,-8.388606716511204e-05,0.004644494211192923,0.000709728438006363
33.9,0.11288376848347921,-0.00014748801435966914,0.11288449601451724,3.293340391246456e-05,4.5358495417723135e-06,-1.610974933683721e-05,-1.9706579226820207e-08,-1.21385977082765e-06,0.043762613826189706,1.0805215165943238e-05,0.005793654891483896,0.00039469497805131844
33.910000000000004,0.11288456495521208,0.0003023671308184344,0.11288482565078109,3.2954237490779765e-05,4.478288584559092e-06,-9.689628914408233e-06,-1.5283021132785896e-08,2.196043511724867e-06,0.04106810674341346,-1.1450960836087432e-05,-0.0027620664069295253,0.0004494207989733201
33.92,0.1128892712985262,0.00059622568793262,0.11288515523238413,3.3036481726721745e-05,4.302818704441839e-06,-1.836988042114737e-05,3.585262964147358e-08,8.383931242810703e-06,0.015858320288108907,3.3538930463913874e-05,0.0013234038559460926,0.0006255620251494258
