time (s),ut,vt,ub,vb,uo,vo,phi,omega,at,ab,ao,alpha
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.033963671880000004,0.0
0.02,-2.0732484058271023e-06,-0.0002326204812862013,-3.1846489095635836e-08,-1.993566918814533e-06,-1.877323396690885e-06,-2.364615470078184e-06,-1.6486242140921785e-08,-3.237006971953829e-06,-0.005953800925886098,0.00011006064906372383,0.020057655883827807,-0.0003801212319329202
0.04,-4.7441086403344036e-06,9.307591328444018e-05,-4.502195271147666e-08,5.446498878387769e-07,1.0892566412491604e-07,0.00011278225484341087,-8.566616926150848e-08,1.1900751665009204e-06,0.03040640495556726,8.75122469265349e-05,-0.004908236238500374,0.0008259411747912546
0.06,3.147728676358845e-07,0.00013123920455469735,-6.918910127555691e-08,-5.430784036362007e-06,-2.4178851645726215e-06,-0.0004304122876459339,2.614029272769016e-08,4.087838948631899e-06,-0.0498008271700993,-0.0006261309273173934,-0.026836203043042177,-0.0007736902416923539
0.08,-1.1227873957888761e-05,-0.0012673195631733034,-2.6829099646759013e-07,-1.251246528865859e-05,-1.0130462216197723e-05,-0.00016421602329660904,-1.1748556409639028e-07,-1.948628339441918e-05,-0.0449517416084921,-8.37132250387206e-05,0.026419515760576488,-0.0009848374245003504
0.1,-3.7646953957777205e-05,-0.0010639479727248633,-5.654000948793888e-07,-1.916638704038544e-05,-1.331604297020795e-05,-0.0003300707209321203,-5.247775205582807e-07,-1.3250138067778046e-05,0.044835884514410215,-0.0006249630378155988,-0.02465872149360825,0.0011118829636707767
0.12,-4.68628890971782e-05,0.0003904973129699797,-9.797249450706295e-07,-1.6941890216387676e-05,-1.55063794163908e-05,0.0003945956960779508,-6.441470302058497e-07,2.1541793573191797e-07,0.11641002883771187,0.0009448265140563854,0.060449068268883285,0.0011359282053156582
0.14,-1.0840223094454429e-05,0.0033297656332386414,-1.0686567104548253e-06,1.1058248642808311e-05,2.462831438599925e-06,0.0012552620187217943,-1.9646039031948498e-07,4.893521921498972e-05,0.1475677702820877,0.0017917705558248265,0.020135810056924684,0.002235793957800567
0.16,7.081828225562522e-05,0.0037326905479469832,-6.048488031390611e-07,2.9083168633315678e-05,1.9858033505055686e-05,0.0002008960869949066,9.93239625840518e-07,5.8010900972720254e-05,-0.16921823409940367,2.3547267895603192e-05,-0.06970655892069579,-0.0016079798427613423
0.18,9.016450265643634e-05,-0.0024362202458435346,-1.1390143793648147e-07,1.7278098957707293e-05,1.4454180815678705e-05,-0.0005704451988341369,1.3792118079249187e-06,-3.70182985943725e-05,-0.35448797976660007,-0.0009672823185491936,-0.021317938635214514,-0.0061694752397729175
0.2,-1.0337134165369984e-05,-0.006192988682937756,4.993415349293761e-08,-1.3513730573170525e-07,3.543943361006969e-06,-0.0004425983875310133,-1.5715156291413178e-07,-9.121903503789336e-05,0.05599336930761485,-0.0007686751383375596,0.00770522034132891,0.0009525719260254631
0.22,-9.330931959509355e-05,-0.0010985734498224157,-1.271734292344628e-07,-1.7600952764918204e-05,-7.694904963124278e-06,-0.0007043793367892378,-1.405191736522465e-06,-1.6144290798266404e-05,0.3519112963262776,-0.0007193030928075414,-0.0006868373652401005,0.005872100268395297
0.24,-5.323830294468779e-05,0.00442282482233478,-5.196871156988722e-07,-1.5354467968756173e-05,-1.4471396398802364e-05,0.0002870429108003307,-7.464152324437405e-07,6.470010236974868e-05,0.1541988999364755,0.0010405452068453106,0.0741827094043605,0.0013321376004960146
0.26,4.534812753833485e-05,0.004431415339896761,-5.598768429843865e-07,1.261116438094499e-05,2.245194332802251e-06,0.0011230610682340066,6.498718561022332e-07,6.681957714270822e-05,-0.14174279953067817,0.0014166775553234076,-0.0005725755592841048,-0.0015406768591334254
0.28,8.707901466325001e-05,-0.0012557717332594925,-2.3629207383228047e-07,7.515804048132985e-06,7.865229378139392e-06,-0.001002745414646762,1.3242779490568464e-06,-1.3328136020761642e-05,-0.4290679424239102,-0.002061207410423078,-0.13717852279740575,-0.005687187241058732
0.3,-2.1588826569803634e-05,-0.008629360261170114,-4.95361527007605e-07,-3.150388595943794e-05,-2.0220137199848463e-05,-0.0011823177899619804,-1.7003375669388078e-07,-0.00013157023812163563,-0.14410781268117026,-0.0016336692907836891,0.049853137147863574,-0.003632580897327189
0.32,-0.0001738450718104933,-0.004282338191317345,-1.388025553268295e-06,-5.437210996509127e-05,-3.4742725972047235e-05,-0.0003588847662190875,-2.5384021075670236e-06,-6.0546729542338384e-05,0.5265524411381096,-0.0005092039913365806,0.030798742623515857,0.008709054789406548
0.34,-0.0001433937283330612,0.0070566630835836915,-2.432606282900341e-06,-4.0942535404923686e-05,-3.311778743992084e-05,0.0006969095259257647,-2.075952160666371e-06,9.900878422222366e-05,0.45131301119906264,0.002035036822040679,0.07894474445482969,0.006695808356576488
0.36,4.699440802884718e-05,0.009719923068131882,-2.7804496320916584e-06,7.447474012538173e-06,-7.291200187846397e-06,0.0016675800579921346,7.575274402656426e-07,0.00014754679645942394,-0.2096363882937144,0.002465789101562187,0.012579722005888576,-0.0038213381778667566
0.38,0.0001710894292409627,0.002075647438021138,-2.0163309066262307e-06,7.548564332218743e-05,3.506897374148256e-05,0.002545207509746339,2.4633834881307936e-06,1.8338184259625552e-05,-0.3953266777203273,0.004358683634149799,0.012780756666388544,-0.005546835807627187
0.4,0.0001510693125102273,-0.003332110218233826,9.703978654074152e-09,9.92117657057762e-05,6.565960615692861e-05,-9.842435642971134e-05,2.0816725608521616e-06,-4.508226233770911e-05,-0.17660656129179705,-0.0028579837232346117,-0.17197648341492225,-0.002187716967061562
0.42,5.2720768771969685e-05,-0.00641400461745539,1.1960337741005267e-06,1.8388329763311466e-05,3.2545382937111485e-05,-0.0027640338521316026,7.420340485898e-07,-8.689155113981546e-05,-0.1367181673471388,-0.0037916420220045982,-0.05089889491285722,-0.001681520012235517
0.44,-8.703860764455515e-05,-0.006344003371849976,9.715976712544918e-07,-3.245417304287461e-05,-1.5134145044737037e-05,-0.001506259793917872,-1.2297605275450904e-06,-9.824626760627753e-05,0.21458198552841676,-0.0013033951812043978,0.10191775275933553,0.0022770279561326046
0.46,-0.00014589722948002442,0.0012288317525276772,1.4897586540252957e-07,-4.5347110278039045e-05,-3.0667862051470324e-05,-0.0003042979119701639,-2.1440270275275025e-06,2.4143557841645905e-05,0.43575919095938187,5.4278879720819355e-05,0.029942547466363413,0.0069356873959612875
0.48,-5.481612902110352e-05,0.006395978926301831,-7.000876342086773e-07,-3.575673409414298e-05,-3.126073833362548e-05,0.0002599006664510945,-7.413615906270882e-07,9.367748508594582e-05,0.006671958231875312,0.0009732635469265475,0.03000360489233019,0.0003827826418150923
0.5,3.970952067821063e-05,0.0015890500099287313,-1.2523148447399965e-06,-2.3441804058077577e-05,-2.529878202579576e-05,7.910390315140215e-05,7.36205198729674e-07,2.7933523491078558e-05,-0.42413125682986297,-0.0001667672242306986,-0.0462434077157437,-0.006937544700407389
0.52,-3.595381340569051e-06,-0.0043811385909900665,-1.5615090846606054e-06,6.844454952975552e-08,-1.1550062921196471e-05,0.0017507973171773505,-1.2141168439008756e-08,-8.004215292363376e-05,0.015283945152612196,0.002087237661273809,0.10046698150212689,-0.00029384768468245783
0.54,-3.8779192463158674e-05,0.002643341297458288,-1.1905455654480348e-06,3.460969183679971e-05,2.744529140273522e-05,0.0016579506965336036,-7.435732898098234e-07,3.858775636015677e-05,0.5319555035974608,0.0015026724575984448,-0.042071426498789706,0.008627825486687508
0.56,8.898248655204382e-05,0.007312472362249616,-4.521451031441793e-07,2.6309933500236253e-05,3.083528343041277e-05,-0.0015588108429957072,1.257733170458859e-06,0.00012403002955038798,-0.2696016885737574,-0.001972011987839951,-0.1357731092115121,-0.002681681653987744
0.58,0.0001280559991157088,-0.004605532882484812,-1.6409056259031e-07,1.0081485674734258e-05,3.527448474866139e-06,-0.0003656551898983159,2.039551594677692e-06,-8.038836281053512e-05,-0.625073723603351,6.061200183188223e-05,0.10752092323408122,-0.01159753031001446
0.6,-3.501884980597637e-05,-0.00840262923674422,8.67909236095493e-08,1.4448453265853334e-05,1.178168104506355e-05,0.000698625023099876,-6.063300798824399e-07,-0.00012340893407703594,0.3211674056120993,-1.2937791208225913e-05,-0.020112192309240242,0.005364871018879239
0.62,-0.00010462509446626835,0.0016412185372914145,1.1484357117000386e-07,-2.1407063977026585e-05,5.117981730223168e-07,-0.0020518105587596,-1.6248661284500763e-06,3.301577471474075e-05,0.3965207282024557,-0.0028381275133255368,-0.10327184555004278,0.008083991558056496
0.64,-3.8439979773869515e-05,0.002890782932629459,-7.235297037843067e-07,-5.193024430650444e-05,-3.820184605921411e-05,-0.0010318610305628004,-3.4380360963427485e-07,4.165922784746765e-05,-0.20834687014282918,8.059061357263694e-05,0.12378061801250644,-0.0059202454398389216
0.66,-2.724251971012612e-05,-0.0012553650722856584,-1.5389936346506515e-06,-2.444918454988325e-05,-3.155067344335039e-05,0.0013612395337307484,-3.356083986839749e-07,-1.7474415091384678e-05,-0.07216145712317559,0.0016430836840748027,0.04054834688208034,-0.0002226736439565856
0.68,-4.292612779521239e-05,0.0004886832956265599,-1.8068318299734195e-06,-7.439862944324912e-06,-8.652614530685904e-06,0.0005854159046680021,-6.413461625417908e-07,-8.001581410621007e-07,0.16123135013130516,0.00020768917061699029,-0.06142975354549866,0.0033415321328493335
0.7000000000000001,-7.467491685046469e-06,0.0026142175996720254,-1.9036481768259197e-06,-4.735754907997479e-08,-2.29086742837661e-06,0.0003934261267715446,-4.2233923762275196e-08,4.169932758332832e-05,0.03588848856026986,0.0007980619282339773,0.034799860629353654,-0.0012916268446290268
0.72,4.571576629318606e-05,0.0025652675941360806,-1.645282988696561e-06,3.0202757874480075e-05,1.6236054928742553e-05,0.0014491478040211372,5.922350448752319e-07,3.457631191201466e-05,-0.006064690999873433,0.002069596708478483,0.036153264564441887,0.0013499494948408935
0.74,8.915228342038679e-05,0.0009404381335312971,-8.816827917894073e-07,3.139215449657711e-05,2.855851608443123e-05,-0.0008346291186444352,1.2926956023805347e-06,1.8239126740653863e-05,-0.246897163884649,-0.0020034089974509867,-0.15430622340727482,-0.003327370452312642
0.76,4.092338002609807e-05,-0.005927317467575371,-6.596884318889476e-07,-6.694474574532862e-06,-2.8109273625008485e-07,-0.0013788995866811636,7.19972029507421e-07,-8.543595025540816e-05,-0.2910222407500679,-0.0015143402421352163,0.041634091548926604,-0.0056950422385135535
0.78,-9.715440912594719e-05,-0.005590038069676422,-9.70660361628741e-07,-1.879307270261185e-05,-1.3102907341457636e-05,0.00011365660550029308,-1.4496295697912847e-06,-8.839149806089925e-05,0.368213510000723,0.0001498665361838967,0.058638788710833605,0.006255436145093753
0.8,-0.00010866971102059619,0.004841417729926254,-1.3052005979935813e-06,-1.285771836606566e-05,-7.44578329187901e-06,0.00030295984174373884,-1.639808344763179e-06,7.177123973324714e-05,0.4882064827195905,0.0007125701094870781,0.010983897020599277,0.007234724075469212
0.8200000000000001,4.550065225845859e-05,0.008192377091714992,-1.3823009061267405e-06,6.898053129995934e-06,2.2408935362916607e-07,0.0005017754477453105,7.009089039697329e-07,0.00012701243292474949,-0.20067116053848918,0.0011912310392205605,0.014786957316531303,-0.0031054343178551803
0.84,0.0001335272061119707,-0.0005156273761609671,-1.020237757286997e-06,2.617645461574648e-05,1.214796943966597e-05,0.0004899472521653843,2.0114991058714078e-06,-1.1423754155808063e-05,-0.5338510227516213,0.00024615540910645305,-0.04110431809280184,-0.00773718374796592
0.86,3.428363886553077e-05,-0.008035501365722222,-6.159031902886014e-07,6.928255432661207e-06,9.901578932151615e-06,-0.0008332531524947927,5.410945725753284e-07,-0.00011792728025371029,-0.13657365763243332,-0.0019373047944373709,-0.07329914224878942,-0.002348143880336495
0.88,-0.00011454230270733263,-0.004937811133521993,-8.317016858615519e-07,-2.4399983994716513e-05,-1.077107435324914e-05,-0.0007852241005200459,-1.6891854961622756e-06,-7.46103803505248e-05,0.42326095023776594,-0.0007261329765718349,0.060056010196160976,0.006411128666483197
0.9,-0.00011268028358479524,0.005253747975266329,-1.3380671563622432e-06,-1.89043536338395e-05,-1.3997048379039142e-05,0.0004946985834444918,-1.6831985761531319e-06,7.66290262672279e-05,0.46150418233524504,0.001381390099414477,0.06921307827179342,0.006867154615756724
0.92,4.6530358719990436e-05,0.008226277898629794,-1.472630273148802e-06,2.8198520408527402e-06,-2.5854313015268018e-06,0.0002818980256833679,7.197980378419151e-07,0.0001296219169123535,-0.24623669621362865,0.0005973058008849806,-0.04540746361340303,-0.0032559495697227457
