Time,earthquake,ut,vt,ub,vb,uo,vo,phi,omega,at,ab,ao,alpha
0.0,-0.0012280701246287359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0120473679226079,0.0
0.02,-0.009473684482182998,1.0736714419202416e-06,0.0001887251670643986,2.1956648589289136e-08,2.845997803577942e-06,6.726172996045336e-06,0.00086012509219077,9.818220012412446e-12,2.453253633441e-09,0.024161861254424696,0.0002327192530313573,0.06855868184214567,5.007142556047989e-07
0.04,-0.008859649376856321,1.1861360703242181e-05,0.0009811663950281585,1.1849222595794537e-07,6.499332655257227e-06,3.497453805134483e-05,0.0018472052946743689,3.282385328856705e-10,4.120643913289712e-08,0.05157923458580534,0.00014116309666219531,0.033206198266163674,4.0582174123823325e-06
0.06,-0.007719298380939309,4.264508078093497e-05,0.0021247707615969095,2.7208491826819634e-07,8.662859059893404e-06,7.66855056181959e-05,0.0022418776894727274,2.393994326733584e-09,1.8928409463447102e-07,0.0599035610011538,8.206868379134757e-05,0.008521257877329625,1.1198144572829467e-05
0.08,-0.008333333314216752,9.705671242221124e-05,0.003309363324756852,4.6273206852817565e-07,1.0456756330418895e-05,0.00012316113298177603,0.0024030794874826513,8.982743274291553e-09,4.980123204697846e-07,0.05780315391701431,9.807746379460885e-05,0.007726413532896067,1.9688104779567315e-05
0.1,-0.010526316091314441,0.00017457928367472722,0.004434199074885973,6.955801880278139e-07,1.3018517610080074e-05,0.00017365037390072017,0.002684297219734408,2.3419289849807932e-08,9.713374925456042e-07,0.05514082937906034,0.00015517733661437466,0.019360672352555532,2.741163030050562e-05
0.12,-0.012456139847809264,0.0002741863995671969,0.0055208116272003425,9.895842692476909e-07,1.6502642109164063e-05,0.00023156583558959343,0.003122621056974814,4.876586248204449e-08,1.58381793312646e-06,0.053405111320594154,0.0001912436408959134,0.024029811604007415,3.3559056957643695e-05
0.14,-0.01122807049740207,0.00039485600504125004,0.006511938358627417,1.3541056019130212e-06,1.97775767719306e-05,0.0002972145217878756,0.0033720403504954887,8.747883304124758e-08,2.302083373236774e-06,0.043234908026855354,0.00014022863088905546,0.002876000615134773,3.792510162458008e-05
0.16,-0.009649123083704905,0.0005324000533564014,0.007166287161649125,1.774806770066279e-06,2.216179275220766e-05,0.0003641176625985687,0.003269935184184386,1.4127080622839887e-07,3.0826511074558913e-06,0.020456797555481694,0.0001008580386598068,-0.011664268852869347,3.955341455868262e-05
0.18,-0.0074561403066072144,0.0006778229131691925,0.007269471330683803,2.235094386873307e-06,2.3720027016705936e-05,0.0004262205990605121,0.002898753743638207,2.1074423182127742e-07,3.8563302787181854e-06,-0.01142060967395564,5.693798146487461e-05,-0.024199353713332858,3.701310237953324e-05
0.2,-0.0074561403066072144,0.0008186987123131103,0.006712612057255202,2.722503357585907e-06,2.508652478379082e-05,0.00048008737661669153,0.0025201854826973572,2.9484778257617153e-07,4.528520653508039e-06,-0.04309704092082926,7.622823054626027e-05,-0.014498126939827025,2.9335378903732083e-05
0.22,-0.011491228399684934,0.0009429010508792746,0.00565684315914356,3.2474643911233012e-06,2.77595000854816e-05,0.0005303249220854383,0.0026222902015270956,3.905301708635228e-07,4.998829813988454e-06,-0.05849095106419204,0.00018116886781807673,0.021301219343745795,1.711321836151219e-05
0.24,-0.015438596933927847,0.00104435936576751,0.00450338784261022,3.843152749143684e-06,3.199283255852991e-05,0.0005884968090984358,0.003257682140175842,4.929998771257625e-07,5.201435259172485e-06,-0.054232753860901844,0.00023629141807862686,0.040227728653621966,3.16323790679421e-06
0.26,-0.01701754348737886,0.001124351750708347,0.0035344468551229175,4.528040412325962e-06,3.638663757282874e-05,0.0006610951185875296,0.003974546304159259,5.967947601863007e-07,5.137089060171044e-06,-0.042647435819188714,0.00020354131996375147,0.03193857924061187,-9.096078006766949e-06
0.28,-0.0142105267232745,0.0011869325709197008,0.0027288464920057023,5.2861672997680534e-06,3.894895072861363e-05,0.0007440422284565444,0.0041915215826636,6.970704432470948e-07,4.861042736475728e-06,-0.04092961306903002,6.144592799228743e-05,-0.006813664616115732,-1.7945839868204773e-05
0.3,-0.01263157844933117,0.0012327933060991966,0.0018267209874327204,6.072797087836815e-06,3.9503020101498344e-05,0.0008255027597115208,0.003910549166622543,7.902510374688603e-07,4.435870633628927e-06,-0.0500180609688511,-2.491348399108473e-06,-0.020061041849149308,-2.4318230757827133e-05
0.32,-0.009473684482182998,0.0012584349033076215,0.0006864507927537372,6.855785416060258e-06,3.8490795858559724e-05,0.0008982241792941922,0.003297403780040835,8.737255523815493e-07,3.892660098933282e-06,-0.06524327085537146,-9.397417251794105e-05,-0.039413969368345896,-3.003106277401767e-05
0.34,-0.0071929822322751216,0.0012579080039003005,-0.0007981387000455309,7.603663733786239e-06,3.614578534167343e-05,0.0009559676955775458,0.002463304984875758,9.451573828072324e-07,3.2286657411025797e-06,-0.08289388450354701,-0.00013970592064060927,-0.043517211295423276,-3.6602490874849286e-05
0.36,-0.003684210373886207,0.0012242280062075468,-0.002627797598681217,8.29340299822372e-06,3.257931885335813e-05,0.0009956729486854594,0.0014703475838977835,1.001894376704377e-06,2.4179401320363797e-06,-0.10022792080891542,-0.00021384207139041322,-0.05466080662721118,-4.474847571463278e-05
0.38,-0.005789473592149095,0.00115095897023812,-0.004709566786965181,8.908733303040899e-06,2.9237422083481388e-05,0.0010168983595724933,0.00077240486293645,1.0406806751620719e-06,1.4286810540275593e-06,-0.10352597852209203,-0.00012931572758348442,-0.018453467493763285,-5.4310194497127456e-05
0.4,-0.011491228399684934,0.0010373081451188386,-0.006564379057942251,9.477692380267563e-06,2.810251885214706e-05,0.0010322798734193404,0.0009229779777628315,1.0577673651111578e-06,2.5068250726951604e-07,-0.07644488444517619,3.897605218391997e-06,0.028963381832210366,-6.30221156620846e-05
0.42,-0.016666666284335045,0.000893894273292099,-0.007603992770894258,1.0045568979113651e-05,2.8910162353351367e-05,0.001058237717370169,0.0017458052739572716,1.0498179082284878e-06,-1.0578809695368511e-06,-0.024685423497005348,7.160505809565565e-05,0.05099830708329674,-6.661751232361749e-05
0.44,-0.017192982949146923,0.0007406165043404079,-0.007547263643629531,1.063285679925566e-05,2.9586320400629596e-05,0.0011015823747188335,0.0025102730655653265,1.0155176765019301e-06,-2.355371635399668e-06,0.028299328312767737,2.807206453542266e-06,0.027424597122565304,-6.155567676863877e-05
0.46,-0.005789473592149095,0.0005972907794787883,-0.006740452236571054,1.1199762677630734e-05,2.5977368244725056e-05,0.001149395289699095,0.0019281584073021856,9.568866920911796e-07,-3.462494010168675e-06,0.04219669308094544,-0.0003343363580848857,-0.0759164982517888,-4.809332984665024e-05
0.48,0.0026315789368039945,0.0004694847994824032,-0.006133388447506801,1.1643243489245634e-05,1.797518665322081e-05,0.0011700667960509203,2.3416853812293298e-05,8.791014084712718e-07,-4.262437163070537e-06,0.014433770890093837,-0.00045452728360990957,-0.11077803581350633,-3.213695984720816e-05
0.5,0.01236842140729447,0.00034673964142298345,-0.0063053757441189585,1.1903848855028971e-05,7.721552516542558e-06,0.0011462573847809039,-0.0024938582527205817,7.883030633327914e-07,-4.779234763159392e-06,-0.03464944544464113,-0.0005630101718197139,-0.13782778685591535,-2.0782327065211833e-05
0.52,-0.004298245651262115,0.0002119100277853451,-0.00717598372702812,1.1988568526599187e-05,2.6833698259445177e-06,0.001082891542730888,-0.0032276947516644626,6.888938287900429e-07,-5.151825264590454e-06,-0.03501578300096664,1.449824101387373e-05,0.04753930176698973,-1.7694932682207247e-05
0.54,-0.01122807049740207,6.497658418794388e-05,-0.00732002972353949,1.2053994068789896e-05,4.245469378127652e-06,0.0010303338467729734,-0.0019211788915697184,5.823247259493712e-07,-5.503458584860563e-06,0.02396300000833126,0.00013276493161794994,0.07978737044539605,-1.7058313830085263e-05
0.56,-0.01263157844933117,-7.238256416400524e-05,-0.006216778750200605,1.2161496908221097e-05,6.340253065569081e-06,0.001006025761967579,-0.0005914290619769604,4.691367430996072e-07,-5.794239700885777e-06,0.08371679842704098,8.42362304548025e-05,0.0551883701195211,-1.066865246665777e-05
0.58,-0.017807017194227438,-0.00017645126456978727,-0.0040127334569402115,1.23111409013678e-05,8.92109775978716e-06,0.0010062705756380015,0.0006603899616922838,3.519658397697804e-07,-5.873583293864473e-06,0.1368525515923912,0.00017304735059253673,0.06862435036982445,4.1218614677804625e-06
0.6,-0.0228070173376018,-0.0002258871127616664,-0.0007635318298224922,1.2529627919332703e-05,1.3202970490923035e-05,0.0010336570602102733,0.002097585516284066,2.3670524700378825e-07,-5.577102459845916e-06,0.18694824169954943,0.0002559863327039197,0.07444608831638357,2.671248903341142e-05
0.62,-0.02850877188706379,-0.00020079304116817315,0.0034146172746196855,1.2852025727170851e-05,1.9396291466943193e-05,0.0010911324975051238,0.0036773311433990134,1.323356245433e-07,-4.764475076327651e-06,0.22945605374168834,0.0003639240660107679,0.08271155500350778,5.5372577583100635e-05
0.64,-0.026842105172605667,-8.489453594951225e-05,0.008223506468128057,1.3306113818037172e-05,2.574506291226849e-05,0.0011773594879096946,0.004777192125457966,5.023053039238663e-08,-3.339062150018228e-06,0.24410715949309097,0.0002841422776437147,0.032049056771733635,8.73911942980922e-05
0.66,-0.015087719730884033,0.00012656140243781752,0.012765741981351013,1.3856486748369957e-05,2.834946616064744e-05,0.0012713886076041105,0.004282116572047283,3.01810935460579e-09,-1.2819770597500863e-06,0.19771658680199886,2.3745080615367176e-06,-0.07152593368201975,0.00011728208989381156
0.68,-0.017280702249907874,0.00041630032764464344,0.015964075335907803,1.4438208600217726e-05,3.0492520951923153e-05,0.0013463339333399165,0.0033726924552994753,2.3483381159132493e-09,1.279275220037891e-06,0.12443360052680807,0.00020012832284846405,-0.023329161285759976,0.00013645449616719955
0.7,-0.014298245163789292,0.000755763089439119,0.017736127074940516,1.508763797156003e-05,3.4416202663638845e-05,0.0014083672815753535,0.0027990222571738816,5.574538403208309e-08,4.073509961300924e-06,0.0507395629137296,0.00019092140826812432,-0.032867891804456734,0.0001403442330836827
0.72,-0.014385964464550243,0.0011155136800927033,0.017990825263333274,1.5819200661153365e-05,3.895758435598539e-05,0.0014591782404756817,0.0023440589267737385,1.6475858855681e-07,6.789145562555637e-06,-0.02374143436208405,0.0002554012812522044,-0.014202009846220824,0.00012873822446324756
0.74,-0.005877192806885433,0.0014653857303475936,0.01671347538049625,1.6634281958287414e-05,4.1828684203111804e-05,0.0014991368080000578,0.0014740754299062788,3.248126409527758e-07,9.13170584861193e-06,-0.10827791327431616,3.994888756297943e-05,-0.0677581326289021,0.00010337239689942276
0.76,0.002192982432999226,0.0017714582745594456,0.013561151318420854,1.7467593797128615e-05,4.095890786772279e-05,0.0015130152660348408,-0.0001750209009974501,5.257917632418855e-07,1.0839307277118098e-05,-0.20782328550271434,-0.00012365128859709307,-0.09452401719462938,6.52919686154952e-05
0.78,0.013157894253896896,0.001994227013061531,0.008366326331454503,1.824605246397206e-05,3.612103362985836e-05,0.0014878231725483585,-0.002465047912035047,7.524821305532748e-07,1.1662248089729095e-05,-0.3123360218280972,-0.0003532551034593767,-0.13097635321665735,1.5059615683383446e-05
0.8,0.02070175497958507,0.00209248765800765,0.0011508569934351154,1.8890816573336062e-05,2.798696785077864e-05,0.0014127281412900214,-0.005026493035284021,9.84834409257231e-07,1.136963644055983e-05,-0.4048879909155297,-0.0004639880482428388,-0.1256065183588651,-4.588618429732244e-05
0.82,0.022105263791760373,0.0020302453912563355,-0.007542016441539573,1.9360645557566995e-05,1.9063894742573123e-05,0.0012908178421419934,-0.00700198984002006,1.1985999463140174e-06,9.780839138086707e-06,-0.4550486441700716,-0.00044470046523940876,-0.07665480597399119,-0.00011358169682935748
0.84,0.029473682474941965,0.001787191007655242,-0.016806583031475742,1.9639215829680746e-05,8.108702806667172e-06,0.0011340958331263666,-0.008730905898200293,1.3669585660922483e-06,6.831161619655621e-06,-0.46787470203807596,-0.0006488972215149894,-0.09489241155978931,-0.0001806156599158105
0.86,0.040614034531829234,0.0013574453195211447,-0.026163846364442345,1.965172628299546e-05,-7.817657220136006e-06,0.0009374703623470177,-0.01106450499023565,1.463324343430289e-06,2.606814240786178e-06,-0.4664560687824746,-0.0009371418224782754,-0.1349684282332441,-0.00024019304285556397
0.88,0.04315789511414305,0.0007422510535404503,-0.03524270714762075,1.9305799121039685e-05,-2.6946605923918346e-05,0.0006923221732503366,-0.013313970431989395,1.4639893306568426e-06,-2.701539433949077e-06,-0.43274981310835287,-0.000989728804320883,-0.09392215553892844,-0.0002884621557177041
0.9,0.036754387018839596,-4.380849338728434e-05,-0.0430302444411938,1.8579147320772334e-05,-4.530469663378114e-05,0.00041411216449835386,-0.014209791408830458,1.3497954468130133e-06,-8.82597315642232e-06,-0.3333541139235966,-0.0008658155468193041,-0.004306009606632459,-0.00032075115976764506
0.92,0.03149122897318237,-0.0009613045242191922,-0.04819428588901703,1.7500999295348406e-05,-6.249887202152619e-05,0.0001321955441243916,-0.01384735475605286,1.1080859586970648e-06,-1.5374781629588048e-05,-0.17624423788782206,-0.0008609002631572993,0.0362859780914639,-0.00032958372968381147
0.94,0.023771929645972273,-0.0019481274093891253,-0.04984669155910056,1.608369823010647e-05,-7.898865243695191e-05,-0.00013443994605182272,-0.012684874056761422,7.355442988044541e-07,-2.1809776790137097e-05,0.015748588862147514,-0.000788012171751229,0.07589281863274495,-0.0003086091222904868
0.96,0.02061403481857796,-0.0029285017336276396,-0.04753166995439181,1.4340489727280933e-05,-9.557253388856798e-05,-0.0003739280437045835,-0.011307143091648307,2.406436494967509e-07,-2.750269376485656e-05,0.21327282175261958,-0.000858378890738476,0.0629281235748819,-0.00025537404781263184
0.98,0.0297368429579633,-0.003825261551154963,-0.04164905156876862,1.2221293367059399e-05,-0.00011809140138264685,-0.0005950675160752067,-0.01113569380372675,-3.5543133364405015e-07,-3.183074008824898e-05,0.3621130346653492,-0.0013795239731301812,-0.036189176369596954,-0.00017334540318709
1.0,0.03614035105326676,-0.004579254060052501,-0.033464396658885294,9.561183543506869e-06,-0.0001489873591621831,-0.0008276102891032444,-0.012227159093579095,-1.0202531963355737e-06,-3.431838656843371e-05,0.44790060039801394,-0.0017023336209829876,-0.06891215992379554,-7.365010206859498e-05
1.02,0.046491227682813135,-0.0051560027205749676,-0.02411464289006964,6.203592352442213e-06,-0.00018871990410218687,-0.0010893376379202265,-0.014088125293540928,-1.7144111357464426e-06,-3.4751931110937253e-05,0.4768171629822726,-0.002285302721709348,-0.11190855415502801,2.9804891628308757e-05
1.04,0.056052632326003236,-0.005543782327303823,-0.014743987224167424,1.9327822333254552e-06,-0.00024041089258623242,-0.0013945566345373495,-0.016473942716316362,-2.3969574411276743e-06,-3.318751710651779e-05,0.45272876741955626,-0.0029023620837577147,-0.12408492663695786,0.00012417292057788072
1.06,0.06421052299554116,-0.005751691890731403,-0.0062500185492299735,-3.4917727588545515e-06,-0.0003038494611550018,-0.0017482177288196063,-0.01885800159569551,-3.030476848060318e-06,-2.991318579244243e-05,0.3917947547454344,-0.003445774223763798,-0.11388250892275897,0.00019947682913449725
1.08,0.057192979794911,-0.005802471823426681,0.001001926888349337,-1.0116179940808787e-05,-0.00035004636544868137,-0.002138730754002884,-0.019777928276997293,-3.5850335820018004e-06,-2.537265431624619e-05,0.3403042097420773,-0.0009724369158147228,0.011231731970323011,0.0002504683694473384
1.1,0.052543860295565105,-0.005716366698436678,0.0075172641104194055,-1.7163241458851125e-05,-0.00034788423766498445,-0.0025277727790023797,-0.01893812665507977,-4.040143384635507e-06,-2.0042249129765193e-05,0.312707649874111,0.0010602571175544195,0.06788675873794911,0.00027939012199144756
1.12,0.035087719444135315,-0.005503992018638986,0.013741505977608244,-2.3686339596178343e-05,-0.0002955523092255289,-0.0028831219256735823,-0.01616795601854569,-4.3840237215155846e-06,-1.4301967337070782e-05,0.318502056948663,0.0036476582675173397,0.19712587620835662,0.000292689478256129
1.14,0.03508771944413499,-0.005164459646391522,0.020218833062342886,-2.8965102469723355e-05,-0.00023668557633941084,-0.0031714598176093615,-0.012859881408631178,-4.611062623466959e-06,-8.382502679003047e-06,0.3208382069482949,0.002382396600346337,0.13868515374036527,0.00029855311961409165
1.16,0.005526315947940082,-0.0046955879330911636,0.02676126193146617,-3.311029374135596e-05,-0.00017431799534328021,-0.003386661984705454,-0.008041074384605294,-4.71879877666404e-06,-2.382812837438612e-06,0.3478297835841281,0.0034308960475434302,0.3253482178936764,0.00030116382005213787
1.18,-0.04517543817139884,-0.004083798411650793,0.03488177051676247,-3.586343123083335e-05,-0.00010049029755840655,-0.003462431576377771,0.001328135695654579,-4.705960761040352e-06,3.6869401658299196e-06,0.48561714079341134,0.0036376536776907553,0.5858333437515336,0.0003075475998973627
1.2,-0.0690350845373936,-0.0032770326766119267,0.046346017746426806,-3.722961038318708e-05,-3.921503271776387e-05,-0.003323202346462823,0.012388757925769458,-4.5694865321087445e-06,1.0040518787751404e-05,0.6509719773717589,0.0026980765426739273,0.5238918619418956,0.00033166472761130667
1.22,-0.0528947357781166,-0.0022151655453966166,0.0598804644105116,-3.756185122289226e-05,2.603409601919768e-06,-0.002996669119709772,0.019125609623002877,-4.29960913263579e-06,1.7097971370768725e-05,0.6644337268351885,0.0016631508271409672,0.18065257516232983,0.00037650002695460206
1.24,-0.04245614156830159,-0.0008932502740914575,0.07177368487231331,-3.7198752307286805e-05,3.2916990749727784e-05,-0.002589788399443509,0.021051257660778068,-3.879097938053742e-06,2.5106912387948457e-05,0.50412815027028,0.0014196910030146448,0.026563354915429736,0.00042215141764637837
1.26,-0.021929824329992263,0.0006262198905510222,0.07922926959675582,-3.6282260446005585e-05,5.756254596460456e-05,-0.00217579023432978,0.019814412571287604,-3.2906167141285264e-06,3.3806560092947995e-05,0.222032104855936,0.0010677428084470975,-0.13450628531768877,0.00044137007945139616
1.28,-0.005175438658871652,0.0022320111834308923,0.08015334198753504,-3.492816023788167e-05,7.730552955344416e-05,-0.001811029375071695,0.01646441440944239,-2.5272060309913222e-06,4.243931577770855e-05,-0.13615688591365835,0.000901744996767706,-0.19406655343699045,0.0004126395989379666
1.3,0.011754385441721634,0.003782748469452552,0.07366386900949305,-3.3216773466529914e-05,9.296599105349359e-05,-0.0015230535863159883,0.012226848351057548,-1.6007066975992951e-06,4.9920080779656317e-05,-0.5124725720782854,0.0006405183454056829,-0.2261999949920005,0.0003255119310071302
1.32,0.027017542913881414,0.0051293037120935005,0.05981383967808889,-3.1250448927182755e-05,0.000102445563426071,-0.0013241181891995792,0.007651157989649639,-5.459106527596792e-07,5.507975605673408e-05,-0.8653084790111164,0.0002733123818157157,-0.23093467643855242,0.00018170004898258825
1.34,0.043771931079715894,0.006131482035846148,0.039400490020341676,-2.918525068706902e-05,0.00010204974790329433,-0.0012183920990011068,0.0028707898511165673,5.800421660025416e-07,5.688380002312952e-05,-1.1658745420231613,-0.00033127619158385135,-0.24620535432111146,-7.586612197463098e-06
1.36,0.06228070095953864,0.006669567136164116,0.013630052763833079,-2.7257771047610776e-05,8.841252740291021e-05,-0.0012120514483590166,-0.0023206915126614555,1.7020019833387531e-06,5.458450532091876e-05,-1.3988503432111723,-0.0010140464816473238,-0.2714677456438539,-0.00022559631392300955
1.38,0.08728070425714914,0.00665034622804499,-0.016104488954225612,-2.574471858006375e-05,6.057610714763704e-05,-0.0013178062816030657,-0.008479390534595867,2.7333858432519495e-06,4.7791997338193745e-05,-1.5641030553455473,-0.0017093288051524824,-0.3391267666584068,-0.000453884029926462
1.4,0.10701754692836378,0.006008424623145095,-0.04835235847442475,-2.4897235205194265e-05,2.30526704771382e-05,-0.0015553921494609537,-0.015291012746050412,3.5834438316058722e-06,3.647432677976239e-05,-1.6430401961969787,-0.0020511176721218355,-0.34266012657047207,-0.0006753921657461572
1.42,0.13421052156179752,0.004712209757303921,-0.08123735970587254,-2.4891436062642212e-05,-2.5021580982868805e-05,-0.0019343995516514535,-0.022816710527558473,4.164123853248977e-06,2.0932126540666975e-05,-1.6331632370258322,-0.002832698147166954,-0.4049684341907667,-0.000873670728744945
1.44,0.12719297750092126,0.002768166776580259,-0.11260659147523087,-2.5979499047573058e-05,-8.585631884244757e-05,-0.0024550596980013896,-0.028526870000542656,4.39660475751906e-06,1.7821405097664826e-06,-1.46630881272677,-0.003472233469545394,-0.18717469215671972,-0.0010334218960890652
1.46,0.10175438888270627,0.0002453848388395069,-0.1383391350294767,-2.8458239807503537e-05,-0.000166785374705462,-0.0030433249604565264,-0.02944841870172856,4.21771405996621e-06,-2.0004561280523788e-05,-1.0683557635179424,-0.004936435514575344,0.06955849471955079,-0.0011329075314488453
1.48,0.08201754363075323,-0.002699197019441004,-0.15422802420651513,-3.3065513251166464e-05,-0.0003141612786222958,-0.003610916374927356,-0.026993439887411298,3.5885988703170446e-06,-4.2947783220117784e-05,-0.5023099061655297,-0.011238657005196773,0.16543284760699928,-0.0011448085166256509
1.5,0.07824561111729374,-0.00584370912981121,-0.158227263673209,-4.3343244134939744e-05,-0.0008670769965279189,-0.004122869442104526,-0.024421756444991633,2.505119560536881e-06,-6.508704805368163e-05,0.09543591712842861,-0.06099962363793432,0.0998366197991302,-0.0010508552432209363
1.52,0.08122806820341232,-0.00895318017204604,-0.15102388856237442,-8.629646253590774e-05,-0.004347382110631085,-0.004596655873848254,-0.023147066966448724,1.0049663710748747e-06,-8.424771799179347e-05,0.6046969499686395,-0.3325293243158246,0.04144772489244081,-0.0008465779133506361
1.54,0.07359649247819397,-0.011823273657365685,-0.134553851759182,-0.00026471508588485397,-0.014690431718359275,-0.005046557118271907,-0.021635369677776357,-8.300600128215038e-07,-9.820119475316632e-05,1.0333208822605755,-0.6889548201635602,0.10379203939122328,-0.0005307344169640988
1.56,0.07903508568438847,-0.014284012184253778,-0.11047799042874236,-0.000715837752951001,-0.03133349224882589,-0.005463268563927962,-0.02023954442144161,-2.8742012868933264e-06,-0.00010484440505373372,1.3457489366142106,-0.9612296047805078,0.04225478702636801,-0.00012092956702274655
1.58,0.08710526565562701,-0.016212565045531774,-0.08194408590657742,-0.0015478841746194981,-0.05242939473946829,-0.0058636120943377085,-0.019965917766101366,-4.96502523205918e-06,-0.00010270217265038343,1.4756734329721906,-1.1279756369294016,-0.009376428844630552,0.00033882465317882585
