time (s),ut,vt,ub,vb,uo,vo,phi,omega,at,ab,ao,alpha
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08975044413000001,0.0
0.005,-1.3157681017054282e-07,-7.895828112625358e-05,-8.294564130622275e-09,-3.470790161345109e-06,-9.888524934612693e-07,-0.0003686083354842968,-7.388862833558208e-11,-7.17316055535908e-08,-0.031933584147284005,-0.0007616512366359028,-0.05702987725738757,-5.672975758845705e-05
0.01,-1.055955609035235e-06,-0.0003153466462373948,-3.5277630536680546e-08,-7.313779729194505e-06,-3.400960426299809e-06,-0.0005679217704719881,-2.216720220379724e-09,-1.0788272440311364e-06,-0.06120801922889171,-0.00075241754800538,-0.023186096355086547,-0.00040974243206043365
0.015,-3.483189699811377e-06,-0.0006693810547402841,-8.084910919218148e-08,-1.0816983305417812e-05,-6.406031391255729e-06,-0.0006109646697367129,-1.5291549998148136e-08,-4.711837903689986e-06,-0.07768060124412826,-0.0006364724847738653,0.004477992885550191,-0.0010741360916530422
0.02,-7.81545708388461e-06,-0.0010625668048674121,-1.4224131610641878e-07,-1.360615562311344e-05,-9.320802757311166e-06,-0.0005404737933786481,-5.508699332631052e-08,-1.1709199745509003e-05,-0.07658824127642136,-0.00047672619056736475,0.02186038220857327,-0.0016669003539930912
0.025,-1.4026970863629154e-05,-0.0014070601315757814,-2.1557035086509123e-07,-1.559863401218287e-05,-1.1711970625660573e-05,-0.0004105819135990246,-1.3533006308289572e-07,-2.039851438271075e-05,-0.058700530721337976,-0.00032606274451730903,0.02840318025729091,-0.0016803460496160752
0.03,-2.167982449419002e-05,-0.001628656323492746,-2.971086862496956e-07,-1.6923926402859993e-05,-1.3411358015528748e-05,-0.0002710736787499036,-2.559262139933954e-07,-2.718829366524174e-05,-0.02832189644294916,-0.00021057332497658517,0.02621991690931488,-0.000917523570714035
0.035,-3.002645451914682e-05,-0.001678965964455292,-3.840815714580749e-07,-1.7813741149757604e-05,-1.4466118147198144e-05,-0.00015699469300834164,-3.9845020773539383e-07,-2.8793429008101176e-05,0.008847129088213246,-0.00014118046162491464,0.018865319455509098,0.0002997867908465443
0.04,-3.815018787649716e-05,-0.0015386922197862078,-4.748986336868277e-07,-1.8491949213699483e-05,-1.5051923344780008e-05,-8.465643826584581e-05,-5.338039047343292e-07,-2.447221932820688e-05,0.04690919966501386,-0.00018364214878695777,0.010152725270706348,0.001348974927976334
0.045,-4.51100354955888e-05,-0.001217331707703145,-5.689230264030324e-07,-1.9112928816838538e-05,-1.5381321698593898e-05,-5.3041414901623796e-05,-6.367763710596971e-07,-1.6377533038260425e-05,0.08040111241374763,-6.997277550675624e-05,0.0029573829362541525,0.0017693932702510205
0.05,-5.008116141331103e-05,-0.0007513797261344101,-6.659567350354395e-07,-1.969346728986491e-05,-1.5628669337303018e-05,-4.8985148296537295e-05,-6.968412957301024e-07,-7.814885596488305e-06,0.10401028795564864,-0.00010664131607917176,-0.0007291626086646713,0.0015840463887314832
0.055,-5.2480829855784634e-05,-0.00019989977698282106,-7.656746033868279e-07,-2.0164937375310618e-05,-1.588607756379671e-05,-5.393974755720733e-05,-7.177024734348258e-07,-8.431326657735818e-07,0.11414080677261447,-7.423776620823583e-05,-0.0006557356291259849,0.0012154079997328399
0.06,-5.205897911993978e-05,0.00036530217516853806,-8.671835996840617e-07,-2.038470481829674e-05,-1.615348854259515e-05,-5.054353101059048e-05,-7.075985265360087e-07,4.762959391494572e-06,0.10953596285904016,-8.280752187714802e-06,0.002413197365524643,0.0010843984579542928
0.065,-4.892498622334532e-05,0.0008738336280913198,-9.6884645511316e-07,-2.0203150503114795e-05,-1.6357824088152494e-05,-2.7392093156098197e-05,-6.697362037698537e-07,1.0521347480261012e-05,0.0920096242620353,8.442365841653848e-05,0.006955282010783451,0.0012504525361230444
0.07,-4.350807945403311e-05,0.001270940182590434,-1.0683671578249756e-06,-1.9515888089898362e-05,-1.6388953480000025e-05,1.8547372301810577e-05,-6.007111213581794e-07,1.7206243037960035e-05,0.0658152076752165,0.00019063239307009342,0.011243532378733698,0.0013784294448565687
0.075,-3.6453433451510515e-05,0.0015258538078681907,-1.1631207675210305e-06,-1.829992571900904e-05,-1.614257348411832e-05,8.221924357150733e-05,-4.981642078917862e-07,2.356609831488948e-05,0.03590971299126231,0.00028993289757770987,0.013856874697689502,0.0010721862586682215
0.08,-2.8500425534290667e-05,0.0016304745792255274,-1.2505968412326459e-06,-1.6624355002164687e-05,-1.5555000574923914e-05,0.00015293594386208732,-3.6986752216577523e-07,2.707337556186281e-05,0.006229211135436752,0.00039900337151873915,0.013965242612794948,0.0002636455391603794
0.085,-2.038732541081534e-05,0.001591946609514645,-1.32882814170391e-06,-1.4633760866074076e-05,-1.4623266992219476e-05,0.0002176874681542184,-2.3525946198726397e-07,2.5959201613754744e-05,-0.021095975652719888,0.0004600308965981091,0.011479125230791828,-0.0006902326848666745
0.09,-1.2795441488094738e-05,0.0014247893462186983,-1.396722659000324e-06,-1.2525884224868866e-05,-1.3408344202243094e-05,0.0002644168894079058,-1.1714137587418512e-07,2.0781256331266217e-05,-0.04508844628557719,0.000464966644556484,0.0068649187218718525,-0.001287842815236969
0.095,-6.322635643329722e-06,0.0011478520323131125,-1.4542370877357802e-06,-1.0516978906398514e-05,-1.2023764927362457e-05,0.00028446840562392335,-2.9972703395278156e-08,1.408235550537523e-05,-0.06482631335202228,0.00039891030409439635,0.0009831645659424196,-0.0012967995753883025
0.1,-1.4588328368924396e-06,0.0007859627792725396,-1.5023949591007563e-06,-8.814073341087956e-06,-1.0614857440069843e-05,0.00027391307306680513,2.5536366318155013e-08,8.440031884710706e-06,-0.07880438685990539,0.00031374790724136115,-0.005193010636236702,-0.0009344600771776024
0.105,1.4499393064735087e-06,0.00037195405283818963,-1.5431614890520155e-06,-7.582432281296477e-06,-9.334068646718209e-06,0.00023377507907140654,5.746250513712942e-08,4.573615627312723e-06,-0.08548189448637812,0.00016669521894781768,-0.010679158385929494,-0.0006642357924332583
0.11,2.23867559417341e-06,-5.53459109552678e-05,-1.579200935170213e-06,-6.933695519958386e-06,-8.31766243582812e-06,0.00016933976738282036,7.195797312387433e-08,1.1258939334648716e-06,-0.08417501268504088,1.8615789798147388e-05,-0.014769886530864284,-0.0007858093358469804
0.115,9.385759069975535e-07,-0.0004576320352952238,-1.6135603068164662e-06,-6.912185132678073e-06,-7.667429297369147e-06,8.886529415249287e-05,6.625590381453207e-08,-3.745039535221246e-06,-0.0757476427162957,-7.14830373195309e-05,-0.017050512640754963,-0.0011766160025162118
0.12,-2.2445984222242656e-06,-0.0008043110612226333,-1.6493310454531826e-06,-7.4908410782881475e-06,-7.439504941749165e-06,2.086674224730064e-06,3.1500714176453493e-08,-1.037459058016456e-05,-0.062277752395692366,-0.00017210769038312156,-0.017320703772094864,-0.001411196519824825
0.125,-6.9784478850075e-06,-0.0010754017534994002,-1.6893360891582541e-06,-8.588898184287e-06,-7.640779866903717e-06,-8.125735959562172e-05,-3.747856334231203e-08,-1.7003314223987104e-05,-0.04578976129924076,-0.00026382290321654917,-0.015732412785628716,-0.0011431868048422825
0.13,-1.2852983037591358e-05,-0.0012590649384902482,-1.735882512779993e-06,-1.0084368739725107e-05,-8.23233474493802e-06,-0.0001527936158454404,-1.3413423197203422e-07,-2.104012518688995e-05,-0.027406448085806952,-0.0003290126141174399,-0.012677936525373953,-0.00041933725796190324
0.135,-1.940923174768771e-05,-0.0013467787907475409,-1.7905980404941524e-06,-1.1830818898201203e-05,-9.138868193384807e-06,-0.00020645278153588338,-2.4123125623549464e-07,-2.113003832515779e-05,-0.007425211697423446,-0.00036321525187655456,-0.008672823330315174,0.0003497651056400628
0.14,-2.6148618137533066e-05,-0.0013312880711963807,-1.8543484871532261e-06,-1.3672005523790645e-05,-1.0261308035641208e-05,-0.00023880075773359636,-3.40390653785896e-07,-1.8195874606861504e-05,0.013748941422866338,-0.0003669289517013453,-0.004235715508250968,0.0007365896777309609
0.145,-3.254488508741739e-05,-0.0012096581965628113,-1.9272169255238313e-06,-1.5452649404968698e-05,-1.1489633457587152e-05,-0.0002488160748748986,-4.220790181002391e-07,-1.4556781756609147e-05,0.034689687602766237,-0.0003402022172819775,0.00019715162388623682,0.0006535312857285022
0.15,-3.8079696524572136e-05,-0.000988914742624924,-2.008530896039617e-06,-1.7027305501430866e-05,-1.2713705974108052e-05,-0.00023738006123093306,-4.877139610990509e-07,-1.1927095523580974e-05,0.05292929226663151,-0.0002865300970829309,0.004299307739172355,0.00040730159596378407
0.155,-4.2302193571697844e-05,-0.0006891428951389748,-2.096937163742688e-06,-1.8270907441435632e-05,-1.3831495508590148e-05,-0.00020678775929531596,-5.426298093157985e-07,-1.0053811804694136e-05,0.06593258382942209,-0.0002086988622839615,0.007823478364765648,0.0004095159192507823
0.16,-4.489008779715104e-05,-0.00034072149430732114,-2.190528392870961e-06,-1.90885362060696e-05,-1.4755300068122248e-05,-0.00016043978951854574,-5.865213777942671e-07,-7.1690289685762225e-06,0.07229225041436284,-0.00011877944468392995,0.01057176280528758,0.0007992526443972546
0.165,-4.568408985224746e-05,2.300601176498517e-05,-2.287017682741706e-06,-1.9423966168693512e-05,-1.5416808258662696e-05,-0.00010265807794717425,-6.10172882626586e-07,-1.8496095322525303e-06,0.07219939500478596,-2.6827274893100063e-05,0.012380141134995673,0.0013119248169946515
0.17,-4.468402319884212e-05,0.00037254558507260186,-2.383941939977577e-06,-1.9263394543092348e-05,-1.5771142972704743e-05,-3.844622161836261e-05,-6.016568977908189e-07,5.419450587247663e-06,0.06683205119087113,6.225708727074258e-05,0.013145319901557569,0.0015119188249559379
0.17500000000000002,-4.202155765021086e-05,0.0006844832956709128,-2.4788757747585905e-06,-1.8636673722727552e-05,-1.5799350185650862e-05,2.691831776824441e-05,-5.564952699536765e-07,1.2356932109125123e-05,0.057300343171324965,0.00018877184767524566,0.0128290988044584,0.0011768419231643797
0.18,-3.7934768159809795e-05,0.0009391359078012187,-2.5696273066728433e-06,-1.760200943825988e-05,-1.5508508980140578e-05,8.836927938880584e-05,-4.826673897039433e-07,1.658184580331388e-05,0.043907679166612174,0.0001819641811165607,0.011629957016653786,0.0004883908165062081
0.185,-3.2757009225522213e-05,0.0011177772862956043,-2.654398284355489e-06,-1.626055564790166e-05,-1.492957643185925e-05,0.00014148734401873986,-3.964755557785473e-07,1.7382672983922747e-05,0.026922112456124303,0.00029229344986875493,0.00953691820248326,-0.00011797444772230006
0.19,-2.6912571480463323e-05,0.001203385745917543,-2.73189697601325e-06,-1.4714558877259284e-05,-1.411355358982885e-05,0.00018270183139196074,-3.1233937889785235e-07,1.6089158620546512e-05,0.006942128513890039,0.00032146668147998796,0.006858768118550929,-0.00032475447684450487
0.195,-2.089658929460478e-05,0.0011854481859147426,-2.8014151626602106e-06,-1.3089533348662257e-05,-1.312693237450495e-05,0.0002093550481999964,-2.3557971029540968e-07,1.4731801757479169e-05,-0.014088361997203654,0.0003243349955845014,0.0037413965416452986,-0.00018274288734458806
0.2,-1.5229106527299405e-05,0.0010653516029660896,-2.8628761440061503e-06,-1.1513428938070357e-05,-1.2047220785166411e-05,0.00021972162274610805,-1.6344338336700093e-07,1.424741481529641e-05,-0.033434501913797786,0.0003016545827609781,0.00037918752464831775,-4.656586714943227e-05
