Time,Acceleration(g)
26.28,-0.1233837
26.3,-0.1029897
26.32,-0.077701134
26.34,-0.055879557
26.36,-0.04986333
26.38,-0.041297849
26.4,-0.029673269
26.42,-0.01794672
26.44,-0.01437777
26.46,-0.0099930598
26.48,-0.0050984998
26.5,0.0019374299
26.52,0.0081575997
26.54,0.0035689499
26.56,-0.00295713
26.58,-0.0062201697
26.6,-0.00346698
26.62,-0.0013256099
26.64,0.0077497196
26.66,0.020903849
26.68,0.03334419
26.7,0.045886498
26.72,0.058836689
26.74,0.057307139
26.76,0.04731408
26.78,0.030590999
26.8,0.010910789
26.82,-0.00040787999
26.84,-0.0033650098
26.86,-0.0070359299
26.88,-0.01029897
26.9,-0.02049597
26.92,-0.019170359
26.94,0.0025492499
26.96,0.013663979
26.98,0.024778708
27,0.027124019
27.02,0.027022049
27.04,0.015805349
27.06,-0.0019374299
27.08,-0.0096871497
27.1,-0.02202552
27.12,-0.01702899
27.14,-0.0122364
27.16,-0.0065260799
27.18,-0.013154129
27.2,-0.016621109
27.22,-0.019680209
27.24,-0.02467674
27.26,-0.02406492
27.28,-0.017844749
27.3,-0.012644279
27.32,-0.018864449
27.34,-0.027022049
27.36,-0.032936308
27.38,-0.034261917
27.4,-0.04629438
27.42,-0.043847098
27.44,-0.03405798
27.46,-0.021719608
27.48,-0.0070359299
27.5,0.0030590999
27.52,0.00030591
27.54,-0.0094832099
27.56,-0.0090753293
27.58,-0.015295499
27.6,-0.016723079
27.62,-0.024268858
27.64,-0.032936308
27.66,-0.042929367
27.68,-0.046600289
27.7,-0.040482089
27.72,-0.03558753
27.74,-0.026308258
27.76,-0.01753884
27.78,-0.0020393999
27.8,0.01590732
27.82,0.028959479
27.84,0.036913139
27.86,0.03609738
27.88,0.027429929
27.9,0.01029897
27.92,-0.0045886498
27.94,-0.01274625
27.96,-0.024982649
27.98,-0.023351129
28,-0.01284822
28.02,-0.00693396
28.04,0.0018354599
28.06,0.0094832099
28.08,0.020393999
28.1,0.029163419
28.12,0.037219049
28.14,0.031712669
28.16,0.01845657
28.18,0.00244728
28.2,-0.01590732
28.22,-0.032528428
28.24,-0.022331429
28.26,-0.01203246
28.28,0.0015295499
28.3,0.01560141
28.32,0.030387058
28.34,0.024778708
28.36,0.01386792
28.38,0.010400939
28.4,0.00244728
28.42,-0.0010197
28.44,-0.0023453099
28.46,-0.0036709198
28.48,-0.00489456
28.5,-0.0090753293
28.52,-0.015805349
28.54,-0.01509156
28.56,-0.0077497196
28.58,0
28.6,-0.0020393999
28.62,-0.01509156
28.64,-0.022943249
28.66,-0.03813678
28.68,-0.037219049
28.7,-0.02559447
28.72,-0.016723079
28.74,-0.0014275799
28.76,0.01560141
28.78,0.03079494
28.8,0.040074208
28.82,0.041399817
28.84,0.039258449
28.86,0.03354813
28.88,0.018660509
28.9,0.01274625
28.92,0.0071378998
28.94,-0.00010197
28.96,-0.00693396
28.98,-0.0132561
29,-0.01305216
29.02,-0.01172655
29.04,-0.010400939
29.06,-0.0085654793
29.08,-0.01437777
29.1,-0.020903849
29.12,-0.027429929
29.14,-0.035689499
29.16,-0.03660723
29.18,-0.03028509
29.2,-0.02314719
29.22,0.0018354599
29.24,0.010095029
29.26,0.020699909
29.28,0.026104319
29.3,0.020292029
29.32,0.016315199
29.34,0.010910789
29.36,0.01590732
29.38,0.020190059
29.4,0.02467674
29.42,0.01437777
29.44,0.0056083498
29.46,-0.0067300197
29.48,-0.0098910895
29.5,-0.0026512198
29.52,0.00163152
29.54,0.010197
29.56,0.0095851793
29.58,0.00397683
29.6,0
29.62,-0.0067300197
29.64,-0.010095029
29.66,-0.011114729
29.68,-0.01172655
29.7,-0.01335807
29.72,-0.017130959
29.74,-0.020292029
29.76,-0.010604879
29.78,-0.0010197
29.8,0.0056083498
29.82,0.013154129
29.84,0.020393999
29.86,0.020292029
29.88,0.017232929
29.9,0.01458171
29.92,0.011114729
29.94,0.01305216
29.96,0.015499439
29.98,0.013969889
30,0.011930489
30.02,0.0098910895
30.04,0.0061181998
30.06,-0.0028551599
30.08,-0.0050984998
30.1,-0.0085654793
30.12,-0.018150659
30.14,-0.032732367
30.16,-0.042827399
30.18,-0.052820457
30.2,-0.048129839
30.22,-0.04017618
30.24,-0.029571299
30.26,-0.0112167
30.28,0.0050984998
30.3,0.013460039
30.32,0.016009289
30.34,0.01804869
30.36,0.019884149
30.38,0.026002349
30.4,0.033752067
30.42,0.033446158
30.44,0.02569644
30.46,0.017640809
30.48,0.0045886498
30.5,-0.0086674497
30.52,-0.019374299
30.54,-0.023351129
30.56,-0.030998879
30.58,-0.02824569
30.6,-0.02314719
30.62,-0.017742779
30.64,-0.01233837
30.66,-0.01284822
30.68,-0.013154129
30.7,-0.0081575997
30.72,-0.0026512198
30.74,0.00397683
30.76,0.0066280498
30.78,0.0056083498
30.8,0.0050984998
30.82,0.0065260799
30.84,0.01284822
30.86,0.018252629
30.88,0.024778708
30.9,0.03130479
30.92,0.030387058
30.94,0.02559447
30.96,0.02202552
30.98,0.016621109
31,0.01957824
31.02,0.023860979
31.04,0.02875554
31.06,0.030692969
31.08,0.01998612
31.1,0.01080882
31.12,-0.00397683
31.14,-0.016621109
31.16,-0.03283434
31.18,-0.034159949
31.2,-0.022331429
31.22,-0.01509156
31.24,-0.0010197
31.26,0.00112167
31.28,-0.00540441
31.3,-0.01029897
31.32,-0.01284822
31.34,-0.01458171
31.36,-0.013154129
31.38,-0.010604879
31.4,-0.0072398697
31.42,-0.0018354599
31.44,0.0033650098
31.46,0.0086674497
31.48,0.01611126
31.5,0.024370829
31.52,0.032528428
31.54,0.034771767
31.56,0.032426458
31.58,0.021719608
31.6,0.0074438099
31.62,0.00091772994
31.64,-0.0015295499
31.66,-0.0047925896
31.68,-0.0076477497
31.7,-0.01233837
31.72,-0.01590732
31.74,-0.01182852
31.76,-0.0057103197
31.78,-0.00061182
31.8,-0.00030591
31.82,-0.00030591
31.84,0.0014275799
31.86,0.0046906197
31.88,0.0073418396
31.9,0.0087694201
31.92,0.0099930598
31.94,0.012644279
31.96,0.014989589
31.98,0.01753884
32,0.020393999
32.02,0.026104319
32.04,0.03232449
32.06,0.02926539
32.08,0.02355507
32.1,0.01070685
32.12,-0.00010197
32.14,-0.00112167
32.16,-0.0036709198
32.18,-0.00540441
32.2,-0.0084635099
32.22,-0.0053024396
32.24,-0.00071378996
32.26,0.0037728899
32.28,0.00978912
32.3,0.015805349
32.32,0.020903849
32.34,0.01458171
32.36,0.0074438099
32.38,0.0021413698
32.4,-0.00224334
32.42,-0.0071378998
32.44,-0.010197
32.46,-0.0076477497
32.48,-0.0055063799
32.5,-0.00295713
32.52,-0.0015295499
32.54,0
32.56,-0.00010197
32.58,-0.00061182
32.6,-0.00112167
32.62,-0.0010197
32.64,-0.00030591
32.66,0.00010197
32.68,0.00163152
32.7,0.00540441
32.72,0.0087694201
32.74,0.01284822
32.76,0.015703379
32.78,0.01335807
32.8,0.010400939
32.82,0.0057103197
32.84,0.00061182
32.86,-0.0040787999
32.88,-0.0099930598
32.9,-0.00978912
32.92,-0.0046906197
32.94,-0.00071378996
32.96,0.0031610698
32.98,0.0045886498
33,0.00693396
33.02,0.0053024396
33.04,0.0045886498
33.06,0.0018354599
33.08,-0.00020394
33.1,-0.00295713
33.12,-0.0028551599
33.14,-0.00173349
33.16,-0.00061182
33.18,-0.00050984998
33.2,-0.00173349
33.22,-0.00224334
33.24,-0.0036709198
33.26,-0.0032630399
33.28,-0.00071378996
33.3,0.0014275799
33.32,0.0041807698
33.34,0.0066280498
33.36,0.00642411
33.38,0.0053024396
33.4,0.00061182
33.42,-0.0045886498
33.44,-0.0077497196
33.46,-0.0065260799
33.48,-0.0066280498
33.5,-0.010910789
33.52,-0.01641717
33.54,-0.017742779
33.56,-0.011930489
33.58,-0.0071378998
33.6,-0.0036709198
33.62,-0.0025492499
33.64,-0.00020394
33.66,0.00040787999
33.68,0.0036709198
33.7,0.0083615395
33.72,0.01172655
33.74,0.0071378998
33.76,0.0038748598
33.78,-0.0010197
33.8,-0.0025492499
33.82,-0.00346698
33.84,-0.0041807698
33.86,-0.0045886498
33.88,-0.0066280498
33.9,-0.0122364
33.92,-0.011930489
33.94,-0.01101276
33.96,-0.0099930598
33.98,-0.0082595701
34,-0.0077497196
34.02,-0.0112167
34.04,-0.01407186
34.06,-0.01692702
34.08,-0.014683679
34.1,-0.0132561
34.12,-0.01131867
34.14,-0.01101276
34.16,-0.0099930598
34.18,-0.0099930598
34.2,-0.00642411
34.22,-0.00020394
34.24,0.0055063799
34.26,0.0112167
34.28,0.015499439
34.3,0.02008809
34.32,0.017334899
34.34,0.0142758
34.36,0.01050291
34.38,0.0065260799
34.4,0.0010197
34.42,-0.0068319896
34.44,-0.01070685
34.46,-0.012440339
34.48,-0.01407186
34.5,-0.01692702
34.52,-0.021923549
34.54,-0.027429929
34.56,-0.027939779
34.58,-0.02212749
34.6,-0.018150659
34.62,-0.01182852
34.64,-0.0062201697
34.66,0
34.68,0.0055063799
34.7,0.010095029
34.72,0.014683679
34.74,0.01906839
34.76,0.02365704
34.78,0.02671614
34.8,0.026002349
34.82,0.02314719
34.84,0.01743687
34.86,0.012950189
34.88,0.0055063799
34.9,-0.0047925896
34.92,-0.015193529
34.94,-0.021413699
34.96,-0.025900379
34.98,-0.02569644
35,-0.024982649
35.02,-0.02304522
35.04,-0.018252629
35.06,-0.01386792
35.08,-0.0083615395
35.1,-0.0014275799
35.12,0.0044866799
35.14,0.0090753293
35.16,0.0098910895
35.18,0.010197
35.2,0.010197
35.22,0.010604879
35.24,0.01386792
35.26,0.01233837
35.28,0.010197
35.3,0.0073418396
35.32,0.0019374299
35.34,-0.0028551599
35.36,-0.0084635099
35.38,-0.01335807
35.4,-0.019374299
35.42,-0.019782179
35.44,-0.014173829
35.46,-0.010197
35.48,-0.0044866799
35.5,-0.0044866799
35.52,-0.0040787999
35.54,-0.0045886498
35.56,-0.0049965299
35.58,-0.00397683
35.6,-0.0021413698
35.62,-0.00224334
35.64,-0.00163152
35.66,-0.00163152
35.68,-0.00122364
35.7,-0.00122364
35.72,0.0028551599
35.74,0.00693396
35.76,0.01172655
35.78,0.00978912
35.8,0.0057103197
35.82,0.00173349
35.84,-0.0031610698
35.86,-0.0079536599
35.88,-0.0093812395
35.9,-0.0093812395
35.92,-0.0096871497
35.94,-0.0093812395
35.96,-0.0087694201
35.98,-0.0053024396
36,-0.00224334
36.02,0.0014275799
36.04,0.0038748598
36.06,0.00346698
36.08,0.00346698
36.1,0.00295713
36.12,0.0040787999
36.14,0.0055063799
36.16,0.0068319896
36.18,0.0086674497
36.2,0.0088713895
36.22,0.0078516895
36.24,0.0071378998
36.26,0.0062201697
36.28,0.0076477497
36.3,0.0088713895
36.32,0.010400939
36.34,0.01131867
36.36,0.0091772997
36.38,0.0076477497
36.4,0.00540441
36.42,0.0063221396
36.44,0.0080556298
36.46,0.0098910895
36.48,0.01203246
36.5,0.01376595
36.52,0.01070685
36.54,0.0078516895
36.56,0.0044866799
36.58,0.00122364
36.6,-0.0021413698
36.62,-0.0042827397
36.64,-0.00693396
36.66,-0.0088713895
36.68,-0.0122364
36.7,-0.016213229
36.72,-0.020190059
36.74,-0.023759008
36.76,-0.026308258
36.78,-0.027531899
36.8,-0.028347658
36.82,-0.02926539
36.84,-0.028347658
36.86,-0.027531899
36.88,-0.026308258
36.9,-0.02559447
36.92,-0.022331429
36.94,-0.017640809
36.96,-0.013154129
36.98,-0.011114729
37,-0.01070685
37.02,-0.0096871497
37.04,-0.0092792701
37.06,-0.0073418396
37.08,-0.0060162299
37.1,-0.0040787999
37.12,-0.0023453099
37.14,0.0018354599
37.16,0.0035689499
37.18,0.0042827397
37.2,0.00489456
37.22,0.00438471
37.24,0.00438471
37.26,0.0038748598
37.28,0.0036709198
37.3,0.0032630399
37.32,0.0047925896
37.34,0.00642411
37.36,0.0086674497
37.38,0.0112167
37.4,0.013663979
37.42,0.016315199
37.44,0.01845657
37.46,0.017640809
37.48,0.017130959
37.5,0.016213229
37.52,0.014989589
37.54,0.01101276
37.56,0.00693396
37.58,0.0032630399
37.6,0.00091772994
37.62,0.0019374299
37.64,0.0028551599
37.66,0.0040787999
37.68,0.0055063799
37.7,0.0070359299
37.72,0.0096871497
37.74,0.011930489
37.76,0.01458171
37.78,0.01458171
37.8,0.01274625
37.82,0.012440339
37.84,0.012644279
37.86,0.01284822
37.88,0.0132561
37.9,0.01356201
37.92,0.01080882
37.94,0.0080556298
37.96,0.0046906197
37.98,0.0020393999
38,0.00050984998
38.02,-0.00112167
38.04,-0.0025492499
38.06,-0.00112167
38.08,0.0018354599
38.1,0.00438471
38.12,0.0077497196
38.14,0.01050291
38.16,0.01356201
38.18,0.01029897
38.2,0.0063221396
38.22,0.0018354599
38.24,-0.00275319
38.26,-0.0081575997
38.28,-0.0090753293
38.3,-0.0055063799
38.32,-0.0030590999
38.34,0.00061182
38.36,0.00122364
38.38,0.00224334
38.4,0.00275319
38.42,0.0032630399
38.44,0.00489456
38.46,0.0070359299
38.48,0.0090753293
38.5,0.011420639
38.52,0.01356201
38.54,0.0142758
38.56,0.013969889
38.58,0.0142758
38.6,0.01376595
38.62,0.014173829
38.64,0.010400939
38.66,0.0030590999
38.68,-0.0032630399
38.7,-0.00642411
38.72,-0.0086674497
38.74,-0.011420639
38.76,-0.016009289
38.78,-0.02008809
38.8,-0.019170359
38.82,-0.01855854
38.84,-0.017334899
38.86,-0.01590732
38.88,-0.014479739
38.9,-0.013154129
38.92,-0.01274625
38.94,-0.0122364
38.96,-0.01182852
38.98,-0.011624579
39,-0.01080882
39.02,-0.0065260799
39.04,-0.0021413698
39.06,0.00020394
39.08,-0.00040787999
39.1,-0.00040787999
39.12,-0.0014275799
39.14,-0.0019374299
39.16,-0.00081575998
39.18,0.00112167
39.2,0.00275319
39.22,0.0050984998
39.24,0.00540441
39.26,0.0042827397
39.28,0.0030590999
39.3,0.00112167
39.32,-0.00050984998
39.34,-0.00244728
39.36,-0.0020393999
39.38,-0.00071378996
39.4,0.00040787999
39.42,0.0019374299
39.44,0.0033650098
39.46,0.00489456
39.48,0.0058122896
39.5,0.0066280498
39.52,0.0075457798
39.54,0.0082595701
39.56,0.0092792701
39.58,0.012950189
39.6,0.017232929
39.62,0.014683679
39.64,0.01070685
39.66,0.0071378998
39.68,0.0035689499
39.7,0.00020394
39.72,-0.0032630399
39.74,-0.0065260799
39.76,-0.0096871497
39.78,-0.0092792701
39.8,-0.0084635099
39.82,-0.0074438099
39.84,-0.0052004697
39.86,-0.0030590999
39.88,-0.00040787999
39.9,0.0033650098
39.92,0.0053024396
39.94,0.0044866799
39.96,0.0040787999
39.98,0.0030590999
40,0.0020393999
40.02,0.0010197
40.04,0.00010197
40.06,-0.0010197
40.08,-0.0014275799
40.1,0.00020394
40.12,0.00163152
40.14,0.0030590999
40.16,0.0023453099
40.18,0.00163152
40.2,0.00163152
40.22,0.0026512198
40.24,0.0032630399
40.26,0.0045886498
40.28,0.0046906197
40.3,0.0021413698
40.32,-0.00030591
40.34,-0.0030590999
40.36,-0.0061181998
40.38,-0.0088713895
40.4,-0.01182852
40.42,-0.010910789
40.44,-0.0095851793
40.46,-0.0079536599
40.48,-0.00693396
40.5,-0.00642411
40.52,-0.0058122896
40.54,-0.0050984998
40.56,-0.0041807698
40.58,-0.0033650098
40.6,-0.00244728
40.62,-0.0014275799
40.64,-0.00050984998
40.66,0.00040787999
40.68,0.0013256099
40.7,0.0021413698
40.72,0.00010197
40.74,-0.0018354599
40.76,-0.0040787999
40.78,-0.0065260799
40.8,-0.0088713895
40.82,-0.0112167
40.84,-0.013154129
40.86,-0.01539747
40.88,-0.016825049
40.9,-0.017742779
40.92,-0.018762479
40.94,-0.019782179
40.96,-0.02059794
40.98,-0.021719608
41,-0.020190059
41.02,-0.017640809
41.04,-0.01376595
41.06,-0.0066280498
41.08,-0.0014275799
41.1,0.0020393999
41.12,0.0056083498
41.14,0.0083615395
41.16,0.0090753293
41.18,0.010400939
41.2,0.0094832099
41.22,0.0081575997
41.24,0.0062201697
41.26,0.0033650098
41.28,0.00030591
41.3,-0.00244728
41.32,-0.0058122896
41.34,-0.0045886498
41.36,-0.0013256099
41.38,0.0013256099
41.4,0.0033650098
41.42,0.00489456
41.44,0.0055063799
41.46,0.00591426
41.48,0.0063221396
41.5,0.0066280498
41.52,0.0070359299
41.54,0.0073418396
41.56,0.0076477497
41.58,0.0078516895
41.6,0.0074438099
41.62,0.0070359299
41.64,0.0065260799
41.66,0.00591426
41.68,0.0055063799
41.7,0.00489456
41.72,0.0062201697
41.74,0.0080556298
41.76,0.00978912
41.78,0.011624579
41.8,0.01284822
41.82,0.014173829
41.84,0.01335807
41.86,0.01254231
41.88,0.011624579
41.9,0.01050291
41.92,0.0088713895
41.94,0.0073418396
41.96,0.0057103197
41.98,0.0040787999
42,0.00244728
42.02,0.00071378996
42.04,0.00040787999
42.06,0.00081575998
42.08,0.00091772994
42.1,0.0023453099
42.12,0.0042827397
42.14,0.0053024396
42.16,0.0062201697
42.18,0.0073418396
42.2,0.0080556298
42.22,0.0090753293
42.24,0.0096871497
42.26,0.0096871497
42.28,0.0094832099
42.3,0.0090753293
42.32,0.0025492499
42.34,0
42.36,-0.00050984998
42.38,-0.0020393999
42.4,-0.00244728
42.42,-0.0033650098
42.44,-0.00489456
42.46,-0.0065260799
42.48,-0.0081575997
42.5,-0.0098910895
42.52,-0.011624579
42.54,-0.01305216
42.56,-0.01080882
42.58,-0.0090753293
42.6,-0.0067300197
42.62,-0.00438471
42.64,-0.0019374299
42.66,-0.00112167
42.68,-0.00091772994
42.7,-0.00050984998
42.72,-0.00040787999
42.74,0.00050984998
42.76,0.0014275799
42.78,0.00244728
42.8,0.0035689499
42.82,0.00438471
42.84,0.0044866799
42.86,0.00397683
42.88,0.0013256099
42.9,-0.00081575998
42.92,-0.0036709198
42.94,-0.0047925896
42.96,-0.0056083498
42.98,-0.0063221396
43,-0.00693396
43.02,-0.0074438099
43.04,-0.0081575997
43.06,-0.0076477497
43.08,-0.0065260799
43.1,-0.0028551599
43.12,0.00050984998
43.14,0.0046906197
43.16,0.0066280498
43.18,0.0061181998
43.2,0.0061181998
43.22,0.0055063799
43.24,0.0049965299
43.26,0.0044866799
43.28,0.00397683
43.3,0.00295713
43.32,0
43.34,-0.0026512198
43.36,-0.0053024396
43.38,-0.0042827397
43.4,-0.0037728899
43.42,-0.0025492499
43.44,-0.0015295499
43.46,-0.00020394
43.48,0.00020394
43.5,0
43.52,-0.00010197
43.54,-0.00040787999
43.56,-0.00071378996
43.58,-0.00061182
43.6,-0.00010197
43.62,0.00030591
43.64,0.00071378996
43.66,-0.00010197
43.68,-0.00071378996
43.7,-0.0015295499
43.72,-0.00244728
43.74,-0.00295713
43.76,-0.0028551599
43.78,-0.0028551599
43.8,-0.0025492499
43.82,-0.00244728
43.84,-0.0021413698
43.86,-0.00275319
43.88,-0.0044866799
43.9,-0.00591426
43.92,-0.0077497196
43.94,-0.0085654793
43.96,-0.0083615395
43.98,-0.0084635099
44,-0.0076477497
44.02,-0.0050984998
44.04,-0.0028551599
44.06,-0.00020394
44.08,0.0018354599
44.1,0.0018354599
44.12,0.0021413698
44.14,0.0021413698
44.16,0.0021413698
44.18,0.0031610698
44.2,0.00438471
44.22,0.0049965299
44.24,0.0049965299
44.26,0.0049965299
44.28,0.00489456
44.3,0.0047925896
44.32,0.0053024396
44.34,0.0068319896
44.36,0.0080556298
44.38,0.0096871497
44.4,0.0098910895
44.42,0.00978912
44.44,0.00978912
44.46,0.0094832099
44.48,0.0092792701
44.5,0.0090753293
44.52,0.0088713895
44.54,0.0085654793
44.56,0.0083615395
44.58,0.0081575997
44.6,0.0078516895
44.62,0.0063221396
44.64,0.0047925896
44.66,0.0035689499
44.68,0.0036709198
44.7,0.00346698
44.72,0.0035689499
44.74,0.0036709198
44.76,0.0032630399
44.78,0.0019374299
44.8,0.0015295499
44.82,0.0014275799
44.84,0.00122364
44.86,0.00122364
44.88,0.00112167
44.9,0
44.92,-0.0010197
44.94,-0.0020393999
44.96,-0.0025492499
44.98,-0.00295713
45,-0.0033650098
45.02,-0.0037728899
45.04,-0.00489456
45.06,-0.00642411
45.08,-0.0078516895
45.1,-0.0093812395
45.12,-0.010910789
45.14,-0.012440339
45.16,-0.01407186
45.18,-0.01458171
45.2,-0.0122364
45.22,-0.01050291
45.24,-0.0079536599
45.26,-0.0068319896
45.28,-0.00642411
45.3,-0.00591426
45.32,-0.0057103197
45.34,-0.00540441
45.36,-0.0050984998
45.38,-0.00489456
45.4,-0.0045886498
45.42,-0.0042827397
45.44,-0.00397683
45.46,-0.0031610698
45.48,-0.0026512198
45.5,-0.00112167
45.52,0.0010197
45.54,0.0031610698
45.56,0.0046906197
45.58,0.00489456
45.6,0.0055063799
45.62,0.0056083498
45.64,0.00642411
45.66,0.0085654793
45.68,0.01029897
45.7,0.0085654793
45.72,0.0072398697
45.74,0.00540441
45.76,0.0033650098
45.78,0.0028551599
45.8,0.00295713
45.82,0.0028551599
45.84,0.00275319
45.86,0.00122364
45.88,-0.00010197
45.9,-0.0010197
45.92,-0.00112167
45.94,-0.00163152
45.96,-0.0015295499
45.98,-0.0031610698
46,-0.00693396
46.02,-0.010095029
46.04,-0.010400939
46.06,-0.01070685
46.08,-0.01080882
46.1,-0.010095029
46.12,-0.0090753293
46.14,-0.0080556298
46.16,-0.0075457798
46.18,-0.0073418396
46.2,-0.00693396
46.22,-0.0068319896
46.24,-0.00642411
46.26,-0.0040787999
46.28,-0.0013256099
46.3,0.0013256099
46.32,0.00438471
46.34,0.0072398697
46.36,0.010095029
46.38,0.0087694201
46.4,0.00642411
46.42,0.0041807698
46.44,0.0013256099
46.46,-0.0014275799
46.48,-0.0035689499
46.5,-0.0037728899
46.52,-0.0044866799
46.54,-0.0046906197
46.56,-0.0049965299
46.58,-0.0052004697
46.6,-0.0055063799
46.62,-0.0057103197
46.64,-0.00591426
46.66,-0.0046906197
46.68,-0.00295713
46.7,-0.0013256099
46.72,0.00071378996
46.74,0.00173349
46.76,0.0019374299
46.78,0.0025492499
46.8,0.0025492499
46.82,0.0035689499
46.84,0.0050984998
46.86,0.0065260799
46.88,0.0081575997
46.9,0.0095851793
46.92,0.0098910895
46.94,0.010400939
46.96,0.01070685
46.98,0.01101276
47,0.0112167
47.02,0.010604879
47.04,0.010095029
47.06,0.0094832099
47.08,0.0087694201
47.1,0.0080556298
47.12,0.0073418396
47.14,0.00642411
47.16,0.0056083498
47.18,0.0046906197
47.2,0.0038748598
47.22,0.0031610698
47.24,0.00275319
47.26,0.0021413698
47.28,0.00173349
47.3,0.00122364
47.32,0.00071378996
47.34,0.00030591
47.36,0.00081575998
47.38,0.0013256099
47.4,0.0019374299
47.42,0.00224334
47.44,0.00091772994
47.46,-0.00030591
47.48,-0.00173349
47.5,-0.0031610698
47.52,-0.0047925896
47.54,-0.00540441
47.56,-0.00489456
47.58,-0.00438471
47.6,-0.0038748598
47.62,-0.0025492499
47.64,-0.00091772994
47.66,0.00071378996
47.68,0.00173349
47.7,0.00224334
47.72,0.0035689499
47.74,0.0062201697
47.76,0.0084635099
47.78,0.011420639
47.8,0.010910789
47.82,0.0088713895
47.84,0.0072398697
47.86,0.0047925896
47.88,0.00275319
47.9,0.00040787999
47.92,-0.00163152
47.94,-0.00244728
47.96,-0.0033650098
47.98,-0.0046906197
48,-0.0070359299
48.02,-0.0085654793
48.04,-0.0089733599
48.06,-0.0094832099
48.08,-0.0096871497
48.1,-0.0098910895
48.12,-0.010095029
48.14,-0.01029897
48.16,-0.010400939
48.18,-0.0099930598
48.2,-0.0096871497
48.22,-0.0091772997
48.24,-0.0088713895
48.26,-0.0090753293
48.28,-0.0092792701
48.3,-0.0094832099
48.32,-0.00978912
48.34,-0.0098910895
48.36,-0.0089733599
48.38,-0.0082595701
48.4,-0.0072398697
48.42,-0.00693396
48.44,-0.00693396
48.46,-0.0068319896
48.48,-0.0068319896
48.5,-0.0067300197
48.52,-0.0067300197
48.54,-0.0065260799
48.56,-0.0057103197
48.58,-0.0050984998
48.6,-0.00438471
48.62,-0.00346698
48.64,-0.0023453099
48.66,-0.0013256099
48.68,-0.00020394
48.7,0.0010197
48.72,0.00173349
48.74,0.00091772994
48.76,0.00030591
48.78,-0.00050984998
48.8,-0.0014275799
48.82,-0.00071378996
48.84,0.00061182
48.86,0.00163152
48.88,0.0013256099
48.9,0.00122364
48.92,0.00081575998
48.94,0.00050984998
48.96,0
48.98,0.00020394
49,0.00091772994
49.02,0.0014275799
49.04,0.0021413698
49.06,0.00224334
49.08,0.0010197
49.1,0
49.12,-0.00122364
49.14,-0.00244728
49.16,-0.00244728
49.18,-0.0019374299
49.2,-0.00163152
49.22,-0.0018354599
49.24,-0.00224334
49.26,-0.00275319
49.28,-0.0030590999
49.3,-0.0026512198
49.32,-0.00224334
49.34,-0.00224334
49.36,-0.0032630399
49.38,-0.0041807698
49.4,-0.0052004697
49.42,-0.0046906197
49.44,-0.00438471
49.46,-0.0038748598
49.48,-0.0032630399
49.5,-0.0026512198
49.52,-0.0020393999
49.54,-0.0019374299
49.56,-0.0018354599
49.58,-0.0015295499
49.6,0.0013256099
49.62,0.0041807698
49.64,0.0068319896
49.66,0.0071378998
49.68,0.0077497196
49.7,0.0079536599
49.72,0.0081575997
49.74,0.0082595701
49.76,0.0085654793
49.78,0.0079536599
49.8,0.0062201697
49.82,0.00489456
49.84,0.0031610698
49.86,0.00295713
49.88,0.0030590999
49.9,0.0032630399
49.92,0.0035689499
49.94,0.0037728899
49.96,0.00244728
49.98,0.00071378996
50,-0.00081575998
50.02,-0.0028551599
50.04,-0.0035689499
50.06,-0.00224334
50.08,-0.0013256099
50.1,0.00010197
50.12,0.00030591
50.14,0.00010197
50.16,-0.00010197
50.18,-0.00050984998
50.2,-0.00081575998
50.22,-0.00112167
50.24,-0.0015295499
50.26,-0.00122364
50.28,-0.00081575998
50.3,-0.00040787999
50.32,0.00010197
50.34,0.00050984998
50.36,0.00081575998
50.38,0.00081575998
50.4,0.00091772994
50.42,0.0010197
50.44,0.00224334
50.46,0.0033650098
50.48,0.0046906197
50.5,0.0060162299
50.52,0.0073418396
50.54,0.0080556298
50.56,0.0063221396
50.58,0.0050984998
50.6,0.0032630399
50.62,0.00163152
50.64,-0.00040787999
50.66,0
50.68,0.0030590999
50.7,0.0053024396
50.72,0.0088713895
50.74,0.0083615395
50.76,0.0031610698
50.78,-0.00020394
50.8,-0.0063221396
50.82,-0.0028551599
50.84,0.00591426
50.86,0.0132561
50.88,0.02253537
50.9,0.018864449
50.92,0.0095851793
50.94,0.0092792701
50.96,0.0078516895
50.98,0.0091772997
51,0.00163152
51.02,-0.0085654793
51.04,-0.020393999
51.06,-0.01509156
51.08,-0.00071378996
51.1,0.010910789
51.12,0.010095029
51.14,0.00489456
51.16,0.00030591
51.18,-0.0070359299
51.2,-0.010910789
51.22,-0.0015295499
51.24,0.0070359299
51.26,0.01407186
51.28,0.0068319896
51.3,0.0020393999
51.32,0.0035689499
51.34,0.0091772997
51.36,0.0087694201
51.38,0.0053024396
51.4,0.00244728
51.42,0.00163152
51.44,0.0013256099
51.46,-0.00112167
51.48,-0.00346698
51.5,-0.0068319896
51.52,-0.0055063799
51.54,-0.0020393999
51.56,0.0014275799
51.58,0.00489456
51.6,0.0098910895
51.62,0.00591426
51.64,-0.00489456
51.66,-0.012134429
51.68,-0.0096871497
51.7,-0.0061181998
51.72,-0.00244728
51.74,0.0032630399
51.76,0.0038748598
51.78,0.0014275799
51.8,-0.00010197
51.82,-0.00071378996
51.84,0.00061182
51.86,0.0010197
51.88,0.00244728
51.9,0.0013256099
