Time,Acceleration(g)
51.92,0.00040787999
51.94,-0.00081575998
51.96,-0.00275319
51.98,-0.0056083498
52,-0.0085654793
52.02,-0.0094832099
52.04,-0.0062201697
52.06,-0.0036709198
52.08,-0.00020394
52.1,0.0033650098
52.12,0.0037728899
52.14,-0.0014275799
52.16,-0.0045886498
52.18,-0.01050291
52.2,-0.0078516895
52.22,-0.0023453099
52.24,0.0031610698
52.26,0.0041807698
52.28,0.0026512198
52.3,0.0013256099
52.32,0.0015295499
52.34,0.0062201697
52.36,0.0074438099
52.38,0.0075457798
52.4,0.0077497196
52.42,0.0074438099
52.44,0.0072398697
52.46,0.0058122896
52.48,0.0038748598
52.5,0.0021413698
52.52,-0.00020394
52.54,-0.0033650098
52.56,-0.0065260799
52.58,-0.00693396
52.6,-0.0052004697
52.62,-0.0055063799
52.64,-0.0055063799
52.66,-0.0058122896
52.68,-0.0033650098
52.7,0
52.72,0.0033650098
52.74,0.0071378998
52.76,0.00978912
52.78,0.0086674497
52.8,0.0081575997
52.82,0.00693396
52.84,0.0076477497
52.86,0.0078516895
52.88,0.0086674497
52.9,0.0062201697
52.92,0.0037728899
52.94,0.00071378996
52.96,-0.00010197
52.98,0.00040787999
53,0.00050984998
53.02,-0.0010197
53.04,-0.00295713
53.06,-0.0046906197
53.08,-0.0070359299
53.1,-0.0066280498
53.12,-0.0044866799
53.14,-0.0028551599
53.16,-0.00071378996
53.18,-0.0023453099
53.2,-0.0033650098
53.22,-0.0052004697
53.24,-0.0061181998
53.26,-0.0057103197
53.28,-0.0055063799
53.3,-0.0050984998
53.32,-0.0067300197
53.34,-0.0092792701
53.36,-0.011624579
53.38,-0.0142758
53.4,-0.01407186
53.42,-0.0142758
53.44,-0.01233837
53.46,-0.00978912
53.48,-0.0075457798
53.5,-0.0046906197
53.52,-0.00346698
53.54,-0.0042827397
53.56,-0.0045886498
53.58,-0.0056083498
53.6,-0.00642411
53.62,-0.0073418396
53.64,-0.0081575997
53.66,-0.0074438099
53.68,-0.0053024396
53.7,-0.0037728899
53.72,-0.0026512198
53.74,-0.0014275799
