,earthquake,ut,vt,ub,vb,uo,vo,phi,omega,at,ab,ao,alpha
0.0,0.008418255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24062632951033414,-0.36727176609472056,0.15804324796033414,0.0
0.02,0.002355801,-5.958730257250898e-06,-0.0007256500943999905,-3.767164558428554e-07,-2.184996079003606e-05,-6.013035932606753e-06,-0.00019235661539727147,-4.202615138213002e-08,-8.8691398370488e-06,-0.03586307484281885,-5.110150611206676e-07,0.03772001601369794,-0.0011960986891231696
0.04,-0.003095681,-1.9654716783916156e-05,-0.00020463329294406575,-7.660243357870893e-07,-1.5597158471820457e-05,-3.0120383255173336e-06,0.00038739071176003073,-3.238084191398701e-07,-6.695389574171802e-06,0.08926912686154405,0.00046526754179537083,0.010552414791809087,0.0020884317564889825
0.06,-0.00609407,-3.149158710554629e-06,0.0017906625723418726,-9.919474861193455e-07,-7.175263123099533e-06,4.42534559086258e-06,0.00031298150479461067,-5.1990678707018595e-08,2.7448275699157144e-05,0.0705162422866182,0.0004284940085897346,-0.003667255729913152,0.0005919055923270661
0.08,-0.01118143,3.755896756048232e-05,0.0018487772840492835,-1.0256213485418191e-06,4.964401603512924e-06,1.2061097476942686e-05,0.0005090212941803101,5.539102808001525e-07,2.970528111826671e-05,-0.054077783598859036,0.0007642217634164367,0.01302294827068029,-0.0006453827657602398
0.1,-0.01585875,6.0869879331358e-05,0.000428787082445568,-7.87230761565754e-07,1.784741815870335e-05,2.30745047590293e-05,0.0004974862153574496,8.931076459438652e-07,2.716378770190178e-06,-0.07148404374959516,0.0004473303588310301,-0.013793980162244923,-0.001044960261546348
0.12,-0.0147843,5.6767775845849636e-05,-0.0007648503780441592,-4.059366969466395e-07,1.7337479022812736e-05,2.7318125228533582e-05,-0.00012215968731399152,8.280667313374938e-07,-8.964434842716e-06,-0.04872361732690045,-0.00041951529070422683,-0.029754085573699907,-0.0008984016632651824
0.14,-0.009583965,3.2985351445390094e-05,-0.001549650857785311,-1.7241279281508925e-07,4.7276335779349935e-06,1.9546739648313296e-05,-0.0005800457167520397,4.69017037606441e-07,-2.3298817866809497e-05,-0.027396411337641327,-0.0007614192769240247,-0.009418678306958403,-2.768165211002732e-05
0.16,-0.005283272,3.197320104329708e-07,-0.0014864244398574524,-2.1937150630369527e-07,-8.79862513189115e-06,8.029856879724467e-06,-0.0005067053113481026,6.723708713564521e-09,-2.3201287202736057e-05,0.0390290362166829,-0.0005678075391707324,0.010269283481152067,0.00016419724309970097
0.18,0.005023172,-1.9601155497527883e-05,-0.0005304799525180864,-5.25535650919248e-07,-2.259107346005441e-05,-2.605333689996319e-06,-0.0006201752230040869,-2.936375757812317e-07,-3.2877552839500404e-06,0.03296012846038035,-0.0007915474382196239,-0.009223182283722625,0.0009360265877472324
0.2,0.02452899,-3.08025304412286e-05,-0.0010411890526128742,-1.1794246942416721e-06,-4.5282767987193884e-05,-1.964403230283141e-05,-0.001123661473718199,-3.735590682421632e-07,-1.27064987467065e-05,-0.09649725643381418,-0.0015112175446377468,-0.02387891212215698,-0.0013493426131713261
0.22,0.03242312,-7.396340835452138e-05,-0.003126688130458491,-2.332912709304991e-06,-6.794137068910312e-05,-4.0740396043867155e-05,-0.000831784334102545,-9.505431573947995e-07,-4.654632221737869e-05,-0.055217977555758566,-0.000841285412958824,0.023701452585426927,-0.0015381306941928685
0.24,0.01759062,-0.00012955041675520183,-0.0013656530395590816,-3.739159245501859e-06,-6.522229255431384e-05,-4.546634285904768e-05,0.0004714209278998171,-1.872289410351484e-06,-2.6093194204206098e-05,0.25064192328263346,0.0011137121505986822,0.0637355958959785,0.003976095898414959
0.26,-0.003134423,-9.370146599133886e-05,0.005212960448622325,-4.765598871702493e-06,-3.2831520395153664e-05,-2.419090958732877e-05,0.0015853578916824747,-1.4025162069036036e-06,7.624012313000675e-05,0.3246771956370958,0.002220901284255554,0.04496219440785168,0.004985318285925348
